fund,prev_date,date,nav_prev,nav_curr,mkt_curr,r_official_pct,r_futures_pct,r_market_pct,tracking_basis_pct,vm_retained_dollars,total_notional_prev_dollars,nav_status
BDRY,2026-07-09,2026-07-10,13.03,13.01,12.890000343322754,-0.1534919416730589,1.2989958523727585,-0.4633163461474024,1.4524877940458174,416950.0,32097870.0,AVAILABLE
BDRY,2026-07-10,2026-07-13,13.01,13.33,13.329999923706056,2.4596464258262896,-0.11380801432925565,3.4134954900232417,-2.5734544401555453,-37310.0,32783280.0,AVAILABLE
BDRY,2026-07-13,2026-07-14,13.33,13.22,13.100000381469728,-0.8252063015753895,2.173132962691058,-1.7254279336288456,2.9983392642664475,719155.0,33093005.0,AVAILABLE
BDRY,2026-07-14,2026-07-15,13.22,13.03,12.84000015258789,-1.4372163388804937,-0.7242475935141445,-1.984734513821957,0.7129687453663491,-246205.0,33994590.0,AVAILABLE
BDRY,2026-07-15,2026-07-16,13.03,12.76,12.649999618530272,-2.072141212586336,-1.2095628002286665,-1.47975492055835,0.8625784123576695,-421690.0,34863010.0,AVAILABLE
BDRY,2026-07-16,2026-07-17,12.76,12.75,12.65999984741211,-0.07836990595611118,-1.811826625743555,0.07905319512570531,-1.7334567197874438,-629280.0,34731800.0,AVAILABLE
BDRY,2026-07-17,2026-07-20,12.75,12.41,12.1899995803833,-2.6666666666666656,-0.009504491016450433,-3.712482406742553,2.657162175650215,-3290.0,34615215.0,AVAILABLE
BDRY,2026-07-20,2026-07-21,12.41,12.69,12.619999885559082,2.256244963738915,-2.2621683133775425,3.5274841671673003,-4.518413277116458,-782980.0,34611925.0,AVAILABLE
BDRY,2026-07-21,2026-07-22,12.69,12.61,12.510000228881836,-0.630417651694248,1.8875551691014898,-0.8716296170740653,2.517972820795738,638540.0,33828945.0,AVAILABLE
BDRY,2026-07-22,2026-07-23,12.61,12.84,12.68000030517578,1.8239492466296625,-0.5233338028579689,1.3589134547053354,-2.3472830494876313,-180380.0,34467485.0,AVAILABLE
BDRY,2026-07-23,2026-07-24,12.84,12.72,12.56999969482422,-0.9345794392523303,1.4395923000068809,-0.867512679054577,2.374171739259211,505245.0,35096395.0,AVAILABLE
BDRY,2026-07-24,2026-07-27,12.72,12.52,12.380000114440918,-1.5723270440251655,-0.7407945251960303,-1.5115321002078952,0.8315325188291354,-263735.0,35601640.0,AVAILABLE
BDRY,2026-07-27,2026-07-28,12.52,12.76,12.609999656677246,1.9169329073482444,-1.2106546780291587,1.8578315033134791,-3.127587585377403,-427820.0,35337905.0,AVAILABLE
BDRY,2026-07-28,2026-07-29,12.76,12.93,12.779999732971191,1.332288401253918,1.4835254626277765,1.348137041414802,0.1512370613738585,517900.0,34910085.0,AVAILABLE
BDRY,2026-07-29,2026-07-30,12.93,13.37,13.359999656677246,3.4029389017788048,1.038327780932072,4.538340655905569,-2.364611120846733,376270.0,36238075.0,AVAILABLE
BDRY,2026-07-30,2026-07-31,13.37,,13.420000076293944,,2.612705888676501,0.44910494879174345,,972165.0,37209125.0,MISSING_NAV
BDRY,2026-07-31,2026-08-03,,13.89,13.949999809265137,,0.9752557953329383,3.949327346930668,,278685.0,28575580.0,MISSING_NAV
BDRY,2026-08-03,2026-08-04,13.89,14.07,13.90999984741211,1.2958963282937344,2.926385684090701,-0.2867380817199773,1.6304893557969669,860685.0,29411195.0,AVAILABLE
BDRY,2026-08-04,2026-08-05,14.07,14.14,13.970000267028809,0.4975124378109473,1.3411456440762848,0.43134737796465195,0.8436332062653373,405990.0,30271880.0,AVAILABLE
BDRY,2026-08-05,2026-08-07,14.14,13.82,13.760000228881836,-2.263083451202265,-1.340852542891667,-1.503221432590826,0.9222309083105978,-411345.0,30677870.0,AVAILABLE
BDRY,2026-08-07,2026-08-10,13.82,13.87,13.800000190734863,0.36179450072358127,-0.36695353650258017,0.2906973923522806,-0.7287480372261614,-115355.0,31435860.0,AVAILABLE
BDRY,2026-08-10,2026-08-11,13.87,13.79,,-0.5767844268204764,0.3403201832154366,,0.9171046100359129,106590.0,31320505.0,AVAILABLE
BDRY,2026-08-11,2026-08-12,13.79,13.83,13.670000076293944,0.29006526468456073,-0.5949484035988691,,-0.8850136682834298,-186975.0,31427095.0,AVAILABLE
BDRY,2026-08-12,2026-08-13,13.83,,13.790499687194824,,0.29274137857305976,0.8814894676544083,,96525.0,32972790.0,MISSING_NAV
