date,period,commodity,trade_flow,reporter_country,partner_country,hs_code,metric_tonnes,value_usd,vessel_demand_impact,source,source_url
2018-12-01,201812,Scrap Steel,Imports,Türkiye,World,7204,1618593.2,544289671.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-01-01,201901,Scrap Steel,Imports,Türkiye,World,7204,1236413.17,409691223.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-02-01,201902,Scrap Steel,Imports,Türkiye,World,7204,934180.01,277027552.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-03-01,201903,Scrap Steel,Imports,Türkiye,World,7204,1738545.91,540566135.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-04-01,201904,Scrap Steel,Imports,Türkiye,World,7204,1978319.25,647586968.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-05-01,201905,Scrap Steel,Imports,Türkiye,World,7204,1811367.69,588183777.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-06-01,201906,Scrap Steel,Imports,Türkiye,World,7204,1286161.6,403293115.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-07-01,201907,Scrap Steel,Imports,Türkiye,World,7204,1853021.89,569990961.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-08-01,201908,Scrap Steel,Imports,Türkiye,World,7204,1458747.77,440992216.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-09-01,201909,Scrap Steel,Imports,Türkiye,World,7204,1706863.8,506259967.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-10-01,201910,Scrap Steel,Imports,Türkiye,World,7204,1140705.12,316943401.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-11-01,201911,Scrap Steel,Imports,Türkiye,World,7204,1623318.63,391117735.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2019-12-01,201912,Scrap Steel,Imports,Türkiye,World,7204,2054640.92,513042041.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-01-01,202001,Scrap Steel,Imports,Türkiye,World,7204,1696955.35,461095653.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-02-01,202002,Scrap Steel,Imports,Türkiye,World,7204,1756725.46,517813760.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-03-01,202003,Scrap Steel,Imports,Türkiye,World,7204,1817807.44,522511375.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-04-01,202004,Scrap Steel,Imports,Türkiye,World,7204,1707812.97,474807007.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-05-01,202005,Scrap Steel,Imports,Türkiye,World,7204,1157671.08,302367568.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-06-01,202006,Scrap Steel,Imports,Türkiye,World,7204,1529645.29,385174252.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-07-01,202007,Scrap Steel,Imports,Türkiye,World,7204,2384443.12,625594593.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-08-01,202008,Scrap Steel,Imports,Türkiye,World,7204,1885608.8,499435572.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-09-01,202009,Scrap Steel,Imports,Türkiye,World,7204,2196877.67,594716267.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-10-01,202010,Scrap Steel,Imports,Türkiye,World,7204,1925769.8,551191314.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-11-01,202011,Scrap Steel,Imports,Türkiye,World,7204,2040506.16,601870390.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2020-12-01,202012,Scrap Steel,Imports,Türkiye,World,7204,2335256.23,704053308.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-01-01,202101,Scrap Steel,Imports,Türkiye,World,7204,1983767.6,672790565.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-02-01,202102,Scrap Steel,Imports,Türkiye,World,7204,2113271.86,858506051.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-03-01,202103,Scrap Steel,Imports,Türkiye,World,7204,2225768.24,962395360.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-04-01,202104,Scrap Steel,Imports,Türkiye,World,7204,2472238.0,1078780651.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-05-01,202105,Scrap Steel,Imports,Türkiye,World,7204,2017187.96,885127748.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-06-01,202106,Scrap Steel,Imports,Türkiye,World,7204,2060131.44,920619221.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-07-01,202107,Scrap Steel,Imports,Türkiye,World,7204,2370441.89,1127474559.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-08-01,202108,Scrap Steel,Imports,Türkiye,World,7204,1975984.96,971224015.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-09-01,202109,Scrap Steel,Imports,Türkiye,World,7204,1599168.17,774559109.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-10-01,202110,Scrap Steel,Imports,Türkiye,World,7204,1568125.59,724335679.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-11-01,202111,Scrap Steel,Imports,Türkiye,World,7204,2090592.05,944578251.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2021-12-01,202112,Scrap Steel,Imports,Türkiye,World,7204,2515279.33,1205908448.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-01-01,202201,Scrap Steel,Imports,Türkiye,World,7204,2573567.61,1022478754.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-02-01,202202,Scrap Steel,Imports,Türkiye,World,7204,1903276.49,907344368.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-03-01,202203,Scrap Steel,Imports,Türkiye,World,7204,2046535.51,991627580.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-04-01,202204,Scrap Steel,Imports,Türkiye,World,7204,2138435.18,1173822437.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-05-01,202205,Scrap Steel,Imports,Türkiye,World,7204,2228991.06,1375224573.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-06-01,202206,Scrap Steel,Imports,Türkiye,World,7204,1590016.18,912471428.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-07-01,202207,Scrap Steel,Imports,Türkiye,World,7204,1375908.08,638846266.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-08-01,202208,Scrap Steel,Imports,Türkiye,World,7204,1611463.61,647037124.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-09-01,202209,Scrap Steel,Imports,Türkiye,World,7204,1379144.82,533241432.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-10-01,202210,Scrap Steel,Imports,Türkiye,World,7204,1445608.84,563057426.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-11-01,202211,Scrap Steel,Imports,Türkiye,World,7204,1325396.07,492592295.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2022-12-01,202212,Scrap Steel,Imports,Türkiye,World,7204,1257927.82,461576944.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-01-01,202301,Scrap Steel,Imports,Türkiye,World,7204,1359300.31,507337866.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-02-01,202302,Scrap Steel,Imports,Türkiye,World,7204,1228152.83,489434843.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-03-01,202303,Scrap Steel,Imports,Türkiye,World,7204,2341454.55,998520857.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-04-01,202304,Scrap Steel,Imports,Türkiye,World,7204,1728951.46,762387195.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-05-01,202305,Scrap Steel,Imports,Türkiye,World,7204,1727018.07,779150797.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-06-01,202306,Scrap Steel,Imports,Türkiye,World,7204,1224670.2,517940247.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-07-01,202307,Scrap Steel,Imports,Türkiye,World,7204,1888081.42,749154668.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-08-01,202308,Scrap Steel,Imports,Türkiye,World,7204,1502537.62,590107548.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-09-01,202309,Scrap Steel,Imports,Türkiye,World,7204,1067301.35,397146063.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-10-01,202310,Scrap Steel,Imports,Türkiye,World,7204,1495735.66,568091654.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-11-01,202311,Scrap Steel,Imports,Türkiye,World,7204,1552262.62,602510752.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2023-12-01,202312,Scrap Steel,Imports,Türkiye,World,7204,1660531.67,640073120.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-01-01,202401,Scrap Steel,Imports,Türkiye,World,7204,1852603.84,749062315.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-02-01,202402,Scrap Steel,Imports,Türkiye,World,7204,1625142.08,723761100.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-03-01,202403,Scrap Steel,Imports,Türkiye,World,7204,1837205.34,822987174.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-04-01,202404,Scrap Steel,Imports,Türkiye,World,7204,1512496.13,661185494.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-05-01,202405,Scrap Steel,Imports,Türkiye,World,7204,1800065.12,745498904.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-06-01,202406,Scrap Steel,Imports,Türkiye,World,7204,1326073.76,546643932.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-07-01,202407,Scrap Steel,Imports,Türkiye,World,7204,1597638.64,656416255.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-08-01,202408,Scrap Steel,Imports,Türkiye,World,7204,1965947.11,806662579.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-09-01,202409,Scrap Steel,Imports,Türkiye,World,7204,1438954.49,591744897.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-10-01,202410,Scrap Steel,Imports,Türkiye,World,7204,1467411.55,589113023.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-11-01,202411,Scrap Steel,Imports,Türkiye,World,7204,1759358.69,700300855.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2024-12-01,202412,Scrap Steel,Imports,Türkiye,World,7204,1858478.49,733690277.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-01-01,202501,Scrap Steel,Imports,Türkiye,World,7204,1478733.55,554179029.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-02-01,202502,Scrap Steel,Imports,Türkiye,World,7204,1549285.18,579646114.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-03-01,202503,Scrap Steel,Imports,Türkiye,World,7204,1663943.74,621671824.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-04-01,202504,Scrap Steel,Imports,Türkiye,World,7204,1877502.14,719854189.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-05-01,202505,Scrap Steel,Imports,Türkiye,World,7204,1597022.6,628962345.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-06-01,202506,Scrap Steel,Imports,Türkiye,World,7204,1211037.21,454987394.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-07-01,202507,Scrap Steel,Imports,Türkiye,World,7204,1474609.92,540746214.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-08-01,202508,Scrap Steel,Imports,Türkiye,World,7204,1393284.2,504075520.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-09-01,202509,Scrap Steel,Imports,Türkiye,World,7204,1693970.27,616581586.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-10-01,202510,Scrap Steel,Imports,Türkiye,World,7204,1288145.74,464232251.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-11-01,202511,Scrap Steel,Imports,Türkiye,World,7204,1743089.28,628162234.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2025-12-01,202512,Scrap Steel,Imports,Türkiye,World,7204,1738976.36,625526085.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-01-01,202601,Scrap Steel,Imports,Türkiye,World,7204,1706392.36,635331021.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-02-01,202602,Scrap Steel,Imports,Türkiye,World,7204,1404033.49,534516862.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-03-01,202603,Scrap Steel,Imports,Türkiye,World,7204,1622804.83,618975565.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-04-01,202604,Scrap Steel,Imports,Türkiye,World,7204,1861878.28,724181358.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-05-01,202605,Scrap Steel,Imports,Türkiye,World,7204,1484494.32,593682912.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-06-01,202606,Scrap Steel,Imports,Türkiye,World,7204,1589600.02,657722022.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
2026-07-01,202607,Scrap Steel,Imports,Türkiye,World,7204,1661593.0,690309016.0,Supramax / Handysize,TurkStat general trade,"https://bi.tuik.gov.tr/extensions/tuik-mashup/index.html?report_type=1 (general trade, Qlik app bd4b4757)"
