date,port,total_throughput_mt,iron_ore_exports_mt,destinations_t,mom_pct,yoy_pct,provenance
2016-06-01,Port Hedland,41.808,41.808,"{""Australia"": 278211.0, ""China"": 34512867.0, ""Indonesia"": 349641.0, ""Japan"": 2396356.0, ""Korea, Republic of"": 3021905.0, ""Singapore"": 462082.0, ""Taiwan, Province of China"": 786819.0}",6.18,,live_ppa_pdf
2016-07-01,Port Hedland,38.723,38.723,"{""Australia"": 283502.0, ""China"": 32517260.0, ""Indonesia"": 357948.0, ""Japan"": 1880482.0, ""Korea, Republic of"": 2539373.0, ""Singapore"": 377431.0, ""Taiwan, Province of China"": 588147.0, ""Viet Nam"": 178917.0}",-7.38,,live_ppa_pdf
2016-08-01,Port Hedland,42.875,42.875,"{""Australia"": 276100.0, ""China"": 35436015.0, ""Indonesia"": 372795.0, ""Japan"": 1988708.0, ""Korea, Republic of"": 3977436.0, ""Singapore"": 199988.0, ""Taiwan, Province of China"": 623602.0}",10.72,9.44,live_ppa_pdf
2016-09-01,Port Hedland,41.838,41.838,"{""Australia"": 280995.0, ""China"": 35542504.0, ""Hong Kong"": 110000.0, ""Indonesia"": 378700.0, ""Japan"": 1700518.0, ""Korea, Republic of"": 3160042.0, ""Singapore"": 201004.0, ""Taiwan, Province of China"": 463747.0}",-2.42,6.16,live_ppa_pdf
2016-10-01,Port Hedland,41.572,41.572,"{""Australia"": 274186.0, ""China"": 35026242.0, ""Indonesia"": 352095.0, ""Japan"": 1762916.0, ""Korea, Republic of"": 3551099.0, ""Taiwan, Province of China"": 605596.0}",-0.64,13.88,live_ppa_pdf
2016-11-01,Port Hedland,41.156,41.156,"{""Australia"": 417931.0, ""China"": 33673625.0, ""Hong Kong"": 220000.0, ""Indonesia"": 177806.0, ""Japan"": 1806154.0, ""Korea, Republic of"": 3985162.0, ""Taiwan, Province of China"": 875616.0}",-1.0,9.72,live_ppa_pdf
2016-12-01,Port Hedland,43.937,43.937,"{""Australia"": 421083.0, ""China"": 37397599.0, ""Indonesia"": 363763.0, ""Japan"": 1743269.0, ""Korea, Republic of"": 3294354.0, ""Singapore"": 250890.0, ""Taiwan, Province of China"": 466514.0}",6.76,17.02,live_ppa_pdf
2017-01-01,Port Hedland,40.297,40.297,"{""Australia"": 141920.0, ""China"": 34488616.0, ""Indonesia"": 387034.0, ""Japan"": 868150.0, ""Korea, Republic of"": 3158852.0, ""Singapore"": 345593.0, ""Taiwan, Province of China"": 786239.0, ""United Kingdom"": 121000.0}",-8.28,19.29,live_ppa_pdf
2017-02-01,Port Hedland,35.668,35.668,"{""China"": 30194125.0, ""Indonesia"": 175573.0, ""Japan"": 2323574.0, ""Korea, Republic of"": 2653970.0, ""Taiwan, Province of China"": 320933.0}",-11.49,-2.64,live_ppa_pdf
2017-03-01,Port Hedland,39.089,39.089,"{""Australia"": 453848.0, ""China"": 31503973.0, ""Indonesia"": 553569.0, ""Japan"": 2108414.0, ""Korea, Republic of"": 3567198.0, ""Taiwan, Province of China"": 783337.0, ""United Kingdom"": 119016.0}",9.59,-1.13,live_ppa_pdf
2017-04-01,Port Hedland,42.289,42.289,"{""Australia"": 412953.0, ""China"": 34859473.0, ""Indonesia"": 548136.0, ""Japan"": 2265020.0, ""Korea, Republic of"": 3424087.0, ""Taiwan, Province of China"": 779695.0}",8.19,12.21,live_ppa_pdf
2017-05-01,Port Hedland,44.076,44.076,"{""Australia"": 278588.0, ""China"": 38002474.0, ""Indonesia"": 186105.0, ""Japan"": 2243095.0, ""Korea, Republic of"": 2540810.0, ""Netherlands"": 173542.0, ""Singapore"": 171270.0, ""Taiwan, Province of China"": 480337.0}",4.23,11.94,live_ppa_pdf
2017-06-01,Port Hedland,43.085,43.085,"{""Australia"": 416237.0, ""China"": 36583316.0, ""Indonesia"": 173972.0, ""Japan"": 1520779.0, ""Korea, Republic of"": 3600987.0, ""Taiwan, Province of China"": 790165.0}",-2.25,3.05,live_ppa_pdf
2017-07-01,Port Hedland,37.883,37.883,"{""Australia"": 137638.0, ""China"": 32026979.0, ""Indonesia"": 393120.0, ""Japan"": 1798880.0, ""Korea, Republic of"": 2738572.0, ""Singapore"": 166822.0, ""Taiwan, Province of China"": 322484.0, ""United Kingdom"": 121229.0, ""Viet Nam"": 177154.0}",-12.07,-2.17,live_ppa_pdf
2017-08-01,Port Hedland,42.77,42.77,"{""Australia"": 417117.0, ""China"": 35657940.0, ""Indonesia"": 361020.0, ""Japan"": 1790040.0, ""Korea, Republic of"": 3418145.0, ""Singapore"": 197989.0, ""Taiwan, Province of China"": 759269.0, ""Viet Nam"": 168068.0}",12.9,-0.24,live_ppa_pdf
2017-09-01,Port Hedland,43.371,43.371,"{""Australia"": 142826.0, ""China"": 36729590.0, ""Indonesia"": 369536.0, ""Japan"": 1927083.0, ""Korea, Republic of"": 3745698.0, ""Taiwan, Province of China"": 456494.0}",1.41,3.66,live_ppa_pdf
2017-10-01,Port Hedland,41.003,41.003,"{""Australia"": 138056.0, ""China"": 35185417.0, ""India"": 166150.0, ""Indonesia"": 196320.0, ""Japan"": 1503831.0, ""Korea, Republic of"": 3503301.0, ""Taiwan, Province of China"": 309862.0}",-5.46,-1.37,live_ppa_pdf
2017-11-01,Port Hedland,41.348,41.348,"{""Australia"": 277957.0, ""China"": 35220056.0, ""India"": 192040.0, ""Indonesia"": 180751.0, ""Japan"": 1500747.0, ""Korea, Republic of"": 2853412.0, ""Taiwan, Province of China"": 766786.0, ""Viet Nam"": 356360.0}",0.84,0.47,live_ppa_pdf
2017-12-01,Port Hedland,46.191,46.191,"{""Australia"": 415208.0, ""China"": 39087434.0, ""India"": 381176.0, ""Indonesia"": 357078.0, ""Japan"": 2447789.0, ""Korea, Republic of"": 3027576.0, ""Taiwan, Province of China"": 297999.0, ""Viet Nam"": 176474.0}",11.71,5.13,live_ppa_pdf
2018-01-01,Port Hedland,41.06,41.06,"{""Australia"": 271547.0, ""China"": 34654634.0, ""Hong Kong"": 170481.0, ""India"": 259720.0, ""Indonesia"": 384735.0, ""Japan"": 1579171.0, ""Korea, Republic of"": 2817149.0, ""Singapore"": 390038.0, ""Taiwan, Province of China"": 291928.0, ""United Kingdom"": 163156.0, ""Viet Nam"": 76972.0}",-11.11,1.89,live_ppa_pdf
2018-02-01,Port Hedland,38.5,38.5,"{""Australia"": 280269.0, ""China"": 31292434.0, ""India"": 760944.0, ""Indonesia"": 355416.0, ""Japan"": 2073871.0, ""Korea, Republic of"": 3195726.0, ""Singapore"": 382960.0, ""Taiwan, Province of China"": 158710.0}",-6.23,7.94,live_ppa_pdf
2018-03-01,Port Hedland,42.082,42.082,"{""Australia"": 135987.0, ""China"": 34965435.0, ""India"": 715863.0, ""Japan"": 2365847.0, ""Korea, Republic of"": 3454895.0, ""Netherlands"": 163603.0, ""Taiwan, Province of China"": 280410.0}",9.3,7.66,live_ppa_pdf
2018-04-01,Port Hedland,42.607,42.607,"{""Australia"": 262373.0, ""China"": 36148685.0, ""India"": 710904.0, ""Indonesia"": 353399.0, ""Japan"": 1036521.0, ""Korea, Republic of"": 3274054.0, ""Taiwan, Province of China"": 746395.0, ""Viet Nam"": 75090.0}",1.25,0.75,live_ppa_pdf
2018-05-01,Port Hedland,44.972,44.972,"{""Australia"": 281813.0, ""China"": 36999705.0, ""India"": 1092509.0, ""Indonesia"": 348649.0, ""Japan"": 2379049.0, ""Korea, Republic of"": 3578216.0, ""Taiwan, Province of China"": 292551.0}",5.55,2.03,live_ppa_pdf
2018-06-01,Port Hedland,47.29,47.29,"{""Australia"": 283186.0, ""China"": 39694302.0, ""India"": 570821.0, ""Indonesia"": 568545.0, ""Japan"": 1619519.0, ""Korea, Republic of"": 3759411.0, ""Singapore"": 190600.0, ""Taiwan, Province of China"": 482322.0, ""United Kingdom"": 121000.0}",5.15,9.76,live_ppa_pdf
2018-07-01,Port Hedland,40.696,40.696,"{""Australia"": 275225.0, ""China"": 32379005.0, ""India"": 902434.0, ""Indonesia"": 366444.0, ""Japan"": 2127194.0, ""Korea, Republic of"": 3970715.0, ""Malaysia"": 74414.0, ""Taiwan, Province of China"": 600492.0}",-13.94,7.43,live_ppa_pdf
2018-08-01,Port Hedland,42.439,42.439,"{""Australia"": 274906.0, ""China"": 35526110.0, ""India"": 882390.0, ""Indonesia"": 196232.0, ""Japan"": 1909175.0, ""Korea, Republic of"": 2915251.0, ""Taiwan, Province of China"": 614334.0, ""United Kingdom"": 120540.0}",4.28,-0.77,live_ppa_pdf
2018-09-01,Port Hedland,43.514,43.514,"{""Australia"": 280951.0, ""China"": 37391362.0, ""India"": 573104.0, ""Indonesia"": 358759.0, ""Japan"": 1594400.0, ""Korea, Republic of"": 2864275.0, ""Malaysia"": 77000.0, ""Taiwan, Province of China"": 278405.0, ""United Kingdom"": 95748.0}",2.53,0.33,live_ppa_pdf
2018-10-01,Port Hedland,40.178,40.178,"{""China"": 32779542.0, ""India"": 277501.0, ""Indonesia"": 163830.0, ""Japan"": 2413685.0, ""Korea, Republic of"": 3697763.0, ""Malaysia"": 130672.0, ""Singapore"": 81936.0, ""Taiwan, Province of China"": 633403.0}",-7.67,-2.01,live_ppa_pdf
2018-11-01,Port Hedland,39.391,39.391,"{""Australia"": 138175.0, ""China"": 32981083.0, ""India"": 568040.0, ""Indonesia"": 176895.0, ""Japan"": 1080158.0, ""Korea, Republic of"": 3666991.0, ""Singapore"": 186758.0, ""Taiwan, Province of China"": 592478.0}",-1.96,-4.73,live_ppa_pdf
2018-12-01,Port Hedland,45.759,45.759,"{""Australia"": 490435.0, ""China"": 37368927.0, ""India"": 571272.0, ""Indonesia"": 566745.0, ""Japan"": 1859617.0, ""Korea, Republic of"": 3784874.0, ""Singapore"": 329762.0, ""Spain"": 175984.0, ""Taiwan, Province of China"": 610983.0}",16.17,-0.94,live_ppa_pdf
2019-01-01,Port Hedland,41.766,41.766,"{""Australia"": 137144.0, ""China"": 35140885.0, ""Indonesia"": 371002.0, ""Japan"": 1745667.0, ""Korea, Republic of"": 3613112.0, ""Malaysia"": 76998.0, ""Netherlands"": 199556.0, ""Taiwan, Province of China"": 481581.0}",-8.73,1.72,live_ppa_pdf
2019-02-01,Port Hedland,39.135,39.135,"{""Australia"": 136777.0, ""China"": 33456073.0, ""Indonesia"": 251330.0, ""Japan"": 1368841.0, ""Korea, Republic of"": 3003626.0, ""Singapore"": 76956.0, ""Taiwan, Province of China"": 642060.0, ""United Kingdom"": 116102.0, ""Viet Nam"": 83688.0}",-6.3,1.65,live_ppa_pdf
2019-03-01,Port Hedland,36.386,36.386,"{""Australia"": 416533.0, ""China"": 30678843.0, ""India"": 186874.0, ""Indonesia"": 187530.0, ""Japan"": 1719484.0, ""Korea, Republic of"": 2601820.0, ""Taiwan, Province of China"": 310207.0, ""Turkey"": 164592.0, ""United Kingdom"": 120282.0}",-7.02,-13.54,live_ppa_pdf
2019-04-01,Port Hedland,42.002,42.002,"{""China"": 34618007.0, ""Indonesia"": 550019.0, ""Japan"": 2097678.0, ""Korea, Republic of"": 3965489.0, ""Taiwan, Province of China"": 770317.0}",15.43,-1.42,live_ppa_pdf
2019-05-01,Port Hedland,46.204,46.204,"{""Australia"": 278556.0, ""China"": 37829237.0, ""Indonesia"": 388544.0, ""Japan"": 2416166.0, ""Korea, Republic of"": 4233046.0, ""Philippines"": 172880.0, ""Taiwan, Province of China"": 885670.0}",10.0,2.74,live_ppa_pdf
2019-06-01,Port Hedland,48.937,48.937,"{""Australia"": 263637.0, ""China"": 42030480.0, ""Indonesia"": 195241.0, ""Japan"": 2111425.0, ""Korea, Republic of"": 3638696.0, ""Malaysia"": 62492.0, ""Netherlands"": 173084.0, ""Taiwan, Province of China"": 461726.0}",5.92,3.48,live_ppa_pdf
2019-07-01,Port Hedland,41.006,41.006,"{""China"": 34526462.0, ""Indonesia"": 564070.0, ""Japan"": 2323442.0, ""Korea, Republic of"": 3431786.0, ""Taiwan, Province of China"": 160318.0}",-16.21,0.76,live_ppa_pdf
2019-08-01,Port Hedland,45.435,45.435,"{""China"": 38138914.0, ""Indonesia"": 196604.0, ""Japan"": 2251411.0, ""Korea, Republic of"": 4104106.0, ""Taiwan, Province of China"": 743933.0}",10.8,7.06,live_ppa_pdf
2019-09-01,Port Hedland,41.972,41.972,"{""China"": 36046749.0, ""Indonesia"": 544428.0, ""Japan"": 1721725.0, ""Korea, Republic of"": 3198881.0, ""Taiwan, Province of China"": 460149.0}",-7.62,-3.54,live_ppa_pdf
2019-10-01,Port Hedland,42.187,42.187,"{""China"": 35955172.0, ""Indonesia"": 197277.0, ""Japan"": 1610076.0, ""Korea, Republic of"": 3829778.0, ""Taiwan, Province of China"": 594507.0}",0.51,5.0,live_ppa_pdf
2019-11-01,Port Hedland,43.303,43.303,"{""China"": 36902307.0, ""Indonesia"": 555862.0, ""Japan"": 1890656.0, ""Korea, Republic of"": 3584507.0, ""Malaysia"": 77000.0, ""Taiwan, Province of China"": 293095.0}",2.65,9.93,live_ppa_pdf
2019-12-01,Port Hedland,47.375,47.375,"{""China"": 41402234.0, ""Indonesia"": 185402.0, ""Japan"": 1800330.0, ""Korea, Republic of"": 3722263.0, ""Taiwan, Province of China"": 264285.0}",9.4,3.53,live_ppa_pdf
2020-01-01,Port Hedland,40.491,40.491,"{""China"": 33977683.0, ""Indonesia"": 523940.0, ""Japan"": 1250372.0, ""Korea, Republic of"": 4199614.0, ""Malaysia"": 78254.0, ""Taiwan, Province of China"": 460743.0}",-14.53,-3.05,live_ppa_pdf
2020-02-01,Port Hedland,38.792,38.792,"{""China"": 33261845.0, ""Indonesia"": 176672.0, ""Japan"": 1417929.0, ""Korea, Republic of"": 3655427.0, ""Taiwan, Province of China"": 280417.0}",-4.2,-0.88,live_ppa_pdf
2020-03-01,Port Hedland,46.73,46.73,"{""Australia"": 139670.0, ""China"": 40433761.0, ""Indonesia"": 546437.0, ""Japan"": 2515009.0, ""Korea, Republic of"": 2297852.0, ""Taiwan, Province of China"": 796804.0}",20.46,28.43,live_ppa_pdf
2020-04-01,Port Hedland,45.263,45.263,"{""China"": 38722915.0, ""Indonesia"": 424039.0, ""Japan"": 1596860.0, ""Korea, Republic of"": 4005915.0, ""Malaysia"": 77000.0, ""Taiwan, Province of China"": 435790.0}",-3.14,7.76,live_ppa_pdf
2020-05-01,Port Hedland,47.782,47.782,"{""Australia"": 137074.0, ""China"": 43182440.0, ""Indonesia"": 470998.0, ""Japan"": 982878.0, ""Korea, Republic of"": 2288584.0, ""Taiwan, Province of China"": 720090.0}",5.57,3.42,live_ppa_pdf
2020-06-01,Port Hedland,51.794,51.794,"{""China"": 46186565.0, ""Indonesia"": 449832.0, ""Japan"": 975148.0, ""Korea, Republic of"": 3938057.0, ""Taiwan, Province of China"": 150004.0, ""Viet Nam"": 93969.0}",8.4,5.84,live_ppa_pdf
2020-07-01,Port Hedland,43.642,43.642,"{""China"": 38147885.0, ""Hong Kong"": 172603.0, ""Indonesia"": 433534.0, ""Japan"": 1014272.0, ""Korea, Republic of"": 3210524.0, ""Philippines"": 370455.0, ""Taiwan, Province of China"": 292324.0}",-15.74,6.43,live_ppa_pdf
2020-08-01,Port Hedland,46.073,46.073,"{""China"": 40160081.0, ""Indonesia"": 339000.0, ""Japan"": 1924042.0, ""Korea, Republic of"": 3183765.0, ""Malaysia"": 74140.0, ""Taiwan, Province of China"": 300216.0, ""Viet Nam"": 91350.0}",5.57,1.4,live_ppa_pdf
2020-09-01,Port Hedland,45.57,45.57,"{""Australia"": 141800.0, ""China"": 39742384.0, ""Indonesia"": 509120.0, ""Japan"": 1161311.0, ""Korea, Republic of"": 3349303.0, ""Taiwan, Province of China"": 595264.0, ""Viet Nam"": 71232.0}",-1.09,8.57,live_ppa_pdf
2021-01-01,Port Hedland,42.23,42.23,"{""China"": 35555506.0, ""Indonesia"": 605937.0, ""Japan"": 1623843.0, ""Korea, Republic of"": 3776928.0, ""Taiwan, Province of China"": 489764.0, ""Viet Nam"": 178432.0}",-9.18,4.29,live_ppa_pdf
2021-03-01,Port Hedland,46.672,46.672,"{""China"": 38145586.0, ""Indonesia"": 341832.0, ""Japan"": 2667955.0, ""Korea, Republic of"": 4363379.0, ""Taiwan, Province of China"": 801929.0, ""Viet Nam"": 351594.0}",24.5,-0.12,live_ppa_pdf
2021-04-01,Port Hedland,45.091,45.091,"{""China"": 36298703.0, ""Indonesia"": 697229.0, ""Japan"": 2851867.0, ""Korea, Republic of"": 4293991.0, ""Philippines"": 35180.0, ""Taiwan, Province of China"": 563398.0, ""Viet Nam"": 350994.0}",-3.39,-0.38,live_ppa_pdf
2021-07-01,Port Hedland,44.3,44.3,,,,"press_release_secondary (Australian Mining, citing PPA; 0.1 Mt precision)"
2021-11-01,Port Hedland,43.394,43.394,"{""China"": 36485583.0, ""Indonesia"": 361361.0, ""Japan"": 1674519.0, ""Korea, Republic of"": 3683219.0, ""Malaysia"": 170720.0, ""Philippines"": 76842.0, ""Taiwan, Province of China"": 418392.0, ""Vietnam"": 523108.0}",-7.07,4.25,live_ppa_pdf
2021-12-01,Port Hedland,50.841,50.841,"{""China"": 42122570.0, ""India"": 355624.0, ""Indonesia"": 779364.0, ""Japan"": 3151682.0, ""Korea, Republic of"": 3383014.0, ""Malaysia"": 109250.0, ""Philippines"": 170705.0, ""Taiwan, Province of China"": 436209.0, ""Vietnam"": 333006.0}",17.16,9.34,live_ppa_pdf
2022-01-01,Port Hedland,47.992,47.992,"{""Belgium"": 171082.0, ""China"": 40454471.0, ""India"": 192486.0, ""Indonesia"": 499844.0, ""Japan"": 2162432.0, ""Korea, Republic of"": 3132623.0, ""Malaysia"": 104534.0, ""Taiwan, Province of China"": 449213.0, ""United Kingdom"": 122665.0, ""Venezuela"": 176669.0, ""Vietnam"": 525632.0}",-5.6,13.64,live_ppa_pdf
2022-02-01,Port Hedland,39.439,39.439,"{""China"": 33367330.0, ""Indonesia"": 548306.0, ""Japan"": 1437412.0, ""Korea, Republic of"": 2645224.0, ""Malaysia"": 128935.0, ""Philippines"": 199900.0, ""Taiwan, Province of China"": 421065.0, ""Vietnam"": 691254.0}",-17.82,5.2,live_ppa_pdf
2022-03-01,Port Hedland,46.507,46.507,"{""China"": 39505112.0, ""Indonesia"": 618929.0, ""Japan"": 2459216.0, ""Korea, Republic of"": 3405930.0, ""Netherlands"": 154706.0, ""Taiwan, Province of China"": 296344.0, ""Vietnam"": 66838.0}",17.92,-0.35,live_ppa_pdf
2022-04-01,Port Hedland,45.782,45.782,"{""China"": 39457514.0, ""Indonesia"": 270580.0, ""Japan"": 1717190.0, ""Korea, Republic of"": 3099621.0, ""Netherlands"": 172183.0, ""Taiwan, Province of China"": 266322.0, ""United Kingdom"": 109843.0, ""Vietnam"": 688546.0}",-1.56,1.53,live_ppa_pdf
2022-05-01,Port Hedland,47.729,47.729,"{""China"": 40451705.0, ""Indonesia"": 518532.0, ""Japan"": 2644677.0, ""Korea, Republic of"": 2805564.0, ""Malaysia"": 174906.0, ""Taiwan, Province of China"": 562118.0, ""Vietnam"": 571842.0}",4.25,-0.67,live_ppa_pdf
2022-06-01,Port Hedland,49.767,49.767,"{""China"": 44275191.0, ""Indonesia"": 440739.0, ""Japan"": 1797958.0, ""Korea, Republic of"": 2578027.0, ""Taiwan, Province of China"": 154066.0, ""Vietnam"": 521513.0}",4.27,-1.21,live_ppa_pdf
2022-07-01,Port Hedland,46.926,46.926,"{""China"": 40450886.0, ""Indonesia"": 618562.0, ""Japan"": 2049058.0, ""Korea, Republic of"": 3190143.0, ""Malaysia"": 132031.0, ""Taiwan, Province of China"": 300277.0, ""United Kingdom"": 113864.0, ""Vietnam"": 71174.0}",-5.71,,live_ppa_pdf
2022-08-01,Port Hedland,45.836,45.836,"{""China"": 39293001.0, ""Indonesia"": 554227.0, ""Japan"": 2251844.0, ""Korea, Republic of"": 3264209.0, ""Taiwan, Province of China"": 132000.0, ""Vietnam"": 340556.0}",-2.32,4.35,live_ppa_pdf
2022-09-01,Port Hedland,45.962,45.962,"{""China"": 39698689.0, ""Indonesia"": 261626.0, ""Japan"": 2243516.0, ""Korea, Republic of"": 2845494.0, ""Malaysia"": 127682.0, ""Taiwan, Province of China"": 274124.0, ""Vietnam"": 511140.0}",0.27,-2.18,live_ppa_pdf
2022-10-01,Port Hedland,46.899,46.899,"{""China"": 42124323.0, ""Indonesia"": 728716.0, ""Japan"": 870422.0, ""Korea, Republic of"": 2604133.0, ""Taiwan, Province of China"": 401058.0, ""Vietnam"": 170098.0}",2.04,0.43,live_ppa_pdf
2022-11-01,Port Hedland,47.584,47.584,"{""China"": 41528698.0, ""Indonesia"": 441140.0, ""Japan"": 2092635.0, ""Korea, Republic of"": 2930195.0, ""Malaysia"": 132700.0, ""Taiwan, Province of China"": 283064.0, ""Vietnam"": 175925.0}",1.46,9.66,live_ppa_pdf
2022-12-01,Port Hedland,49.274,49.274,"{""China"": 41790039.0, ""Indonesia"": 803416.0, ""Japan"": 2425116.0, ""Korea, Republic of"": 3765991.0, ""Taiwan, Province of China"": 489097.0}",3.55,-3.08,live_ppa_pdf
2023-01-01,Port Hedland,47.998,47.998,"{""China"": 41208516.0, ""Indonesia"": 868679.0, ""Japan"": 1927419.0, ""Korea, Republic of"": 3152307.0, ""Taiwan, Province of China"": 155092.0, ""Vietnam"": 686362.0}",-2.59,0.01,live_ppa_pdf
2023-02-01,Port Hedland,38.811,38.811,"{""China"": 34015032.0, ""Indonesia"": 86250.0, ""Japan"": 1007520.0, ""Korea, Republic of"": 2669641.0, ""Malaysia"": 174008.0, ""Taiwan, Province of China"": 544841.0, ""United Kingdom"": 152850.0, ""Vietnam"": 160867.0}",-19.14,-1.59,live_ppa_pdf
2023-05-01,Port Hedland,48.166,48.166,"{""China"": 40517699.0, ""Indonesia"": 630287.0, ""Japan"": 2055819.0, ""Korea, Republic of"": 4143599.0, ""Taiwan, Province of China"": 159414.0, ""Vietnam"": 659162.0}",11.32,0.92,live_ppa_pdf
2023-07-01,Port Hedland,43.743,43.743,"{""China"": 37206629.0, ""India"": 372929.0, ""Indonesia"": 373919.0, ""Japan"": 1597739.0, ""Korea, Republic of"": 2890900.0, ""Taiwan, Province of China"": 438860.0, ""Vietnam"": 861931.0}",-15.76,-6.78,live_ppa_pdf
2023-08-01,Port Hedland,47.817,47.817,"{""China"": 40177296.0, ""India"": 371835.0, ""Indonesia"": 529169.0, ""Japan"": 1746798.0, ""Korea, Republic of"": 3430397.0, ""Malaysia"": 232002.0, ""Taiwan, Province of China"": 457237.0, ""Vietnam"": 872376.0}",9.31,4.32,live_ppa_pdf
2023-11-01,Port Hedland,44.941,44.941,"{""China"": 37982812.0, ""India"": 380060.0, ""Indonesia"": 633950.0, ""Japan"": 1647123.0, ""Korea, Republic of"": 3645013.0, ""Philippines"": 44656.0, ""Taiwan, Province of China"": 431674.0, ""Vietnam"": 175312.0}",-4.16,-5.55,live_ppa_pdf
2023-12-01,Port Hedland,49.882,49.882,"{""China"": 42928041.0, ""India"": 379383.0, ""Indonesia"": 530001.0, ""Japan"": 1551163.0, ""Korea, Republic of"": 3452976.0, ""Malaysia"": 77000.0, ""Taiwan, Province of China"": 431951.0, ""Vietnam"": 531069.0}",10.99,1.23,live_ppa_pdf
2024-01-01,Port Hedland,42.326,42.326,"{""China"": 34866623.0, ""India"": 375719.0, ""Indonesia"": 827203.0, ""Japan"": 1573261.0, ""Korea, Republic of"": 3931445.0, ""Malaysia"": 257165.0, ""Philippines"": 160041.0, ""Taiwan, Province of China"": 163204.0, ""Vietnam"": 171484.0}",-15.15,-11.82,live_ppa_pdf
2024-02-01,Port Hedland,38.813,38.813,"{""China"": 33503592.0, ""India"": 188916.0, ""Indonesia"": 349822.0, ""Japan"": 1187837.0, ""Korea, Republic of"": 2014663.0, ""Malaysia"": 230278.0, ""Taiwan, Province of China"": 309395.0, ""Vietnam"": 1028193.0}",-8.3,0.01,live_ppa_pdf
2024-03-01,Port Hedland,50.085,50.085,"{""China"": 42850075.0, ""India"": 192118.0, ""Indonesia"": 787738.0, ""Japan"": 1810764.0, ""Korea, Republic of"": 3403520.0, ""Malaysia"": 77000.0, ""Taiwan, Province of China"": 620536.0, ""Vietnam"": 343059.0}",29.04,9.44,live_ppa_pdf
2024-04-01,Port Hedland,49.573,49.573,"{""China"": 42457923.0, ""India"": 185041.0, ""Indonesia"": 736772.0, ""Japan"": 1523992.0, ""Korea, Republic of"": 3589121.0, ""Malaysia"": 262735.0, ""Taiwan, Province of China"": 312928.0, ""Vietnam"": 504228.0}",-1.02,14.57,live_ppa_pdf
