date,portid,portname,country,hub_code,daily_port_calls_total,daily_port_calls_dry_bulk,daily_port_calls_tanker,daily_port_calls_container,import_dry_bulk_kt,export_dry_bulk_kt,import_tanker_kt,export_tanker_kt
2022-05-22,port816,Newcastle,Australia,port816,6.0,4.0,2.0,0.0,,,,
2022-05-23,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-05-24,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-05-25,port816,Newcastle,Australia,port816,3.0,2.0,1.0,0.0,,,,
2022-05-26,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2022-05-27,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-05-28,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-05-29,port816,Newcastle,Australia,port816,4.0,3.0,0.0,0.0,,,,
2022-05-30,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-05-31,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-06-01,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-06-02,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2022-06-03,port816,Newcastle,Australia,port816,9.0,8.0,1.0,0.0,,,,
2022-06-04,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-06-05,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-06-06,port816,Newcastle,Australia,port816,9.0,9.0,0.0,0.0,,,,
2022-06-07,port816,Newcastle,Australia,port816,6.0,4.0,1.0,0.0,,,,
2022-06-08,port816,Newcastle,Australia,port816,4.0,3.0,0.0,0.0,,,,
2022-06-09,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-06-10,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-06-11,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-06-12,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-06-13,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-06-14,port816,Newcastle,Australia,port816,13.0,10.0,3.0,0.0,,,,
2022-06-15,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-06-16,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-06-17,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-06-18,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-06-19,port816,Newcastle,Australia,port816,10.0,9.0,1.0,0.0,,,,
2022-06-20,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-06-21,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-06-22,port816,Newcastle,Australia,port816,6.0,4.0,2.0,0.0,,,,
2022-06-23,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-06-24,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-06-25,port816,Newcastle,Australia,port816,9.0,7.0,1.0,0.0,,,,
2022-06-26,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-06-27,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-06-28,port816,Newcastle,Australia,port816,9.0,9.0,0.0,0.0,,,,
2022-06-29,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-06-30,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-07-01,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-07-02,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-07-03,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-07-04,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-07-05,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-07-06,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-07-07,port816,Newcastle,Australia,port816,10.0,9.0,1.0,0.0,,,,
2022-07-08,port816,Newcastle,Australia,port816,2.0,1.0,0.0,0.0,,,,
2022-07-09,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-07-10,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-07-11,port816,Newcastle,Australia,port816,2.0,1.0,0.0,0.0,,,,
2022-07-12,port816,Newcastle,Australia,port816,3.0,1.0,2.0,0.0,,,,
2022-07-13,port816,Newcastle,Australia,port816,3.0,2.0,1.0,0.0,,,,
2022-07-14,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-07-15,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-07-16,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-07-17,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-07-18,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-07-19,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-07-20,port816,Newcastle,Australia,port816,6.0,4.0,1.0,0.0,,,,
2022-07-21,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-07-22,port816,Newcastle,Australia,port816,4.0,3.0,0.0,0.0,,,,
2022-07-23,port816,Newcastle,Australia,port816,7.0,6.0,1.0,0.0,,,,
2022-07-24,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-07-25,port816,Newcastle,Australia,port816,8.0,6.0,1.0,0.0,,,,
2022-07-26,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-07-27,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-07-28,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-07-29,port816,Newcastle,Australia,port816,7.0,6.0,1.0,0.0,,,,
2022-07-30,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-07-31,port816,Newcastle,Australia,port816,8.0,6.0,0.0,0.0,,,,
2022-08-01,port816,Newcastle,Australia,port816,8.0,4.0,3.0,0.0,,,,
2022-08-02,port816,Newcastle,Australia,port816,4.0,3.0,0.0,0.0,,,,
2022-08-03,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-08-04,port816,Newcastle,Australia,port816,7.0,6.0,1.0,0.0,,,,
2022-08-05,port816,Newcastle,Australia,port816,5.0,3.0,1.0,0.0,,,,
2022-08-06,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2022-08-07,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-08-08,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-08-09,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-08-10,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-08-11,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-08-12,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-08-13,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-08-14,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-08-15,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-08-16,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-08-17,port816,Newcastle,Australia,port816,11.0,11.0,0.0,0.0,,,,
2022-08-18,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-08-19,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-08-20,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-08-21,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-08-22,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-08-23,port816,Newcastle,Australia,port816,4.0,3.0,0.0,0.0,,,,
2022-08-24,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-08-25,port816,Newcastle,Australia,port816,10.0,9.0,1.0,0.0,,,,
2022-08-26,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-08-27,port816,Newcastle,Australia,port816,9.0,8.0,0.0,0.0,,,,
2022-08-28,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2022-08-29,port816,Newcastle,Australia,port816,8.0,5.0,1.0,0.0,,,,
2022-08-30,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2022-08-31,port816,Newcastle,Australia,port816,3.0,2.0,0.0,0.0,,,,
2022-09-01,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-09-02,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-09-03,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-09-04,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-09-05,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-09-06,port816,Newcastle,Australia,port816,10.0,9.0,1.0,0.0,,,,
2022-09-07,port816,Newcastle,Australia,port816,7.0,5.0,0.0,0.0,,,,
2022-09-08,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-09-09,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-09-10,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-09-11,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-09-12,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-09-13,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-09-14,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-09-15,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-09-16,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-09-17,port816,Newcastle,Australia,port816,10.0,7.0,2.0,0.0,,,,
2022-09-18,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-09-19,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-09-20,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-09-21,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-09-22,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-09-23,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-09-24,port816,Newcastle,Australia,port816,4.0,2.0,1.0,0.0,,,,
2022-09-25,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-09-26,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-09-27,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-09-28,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-09-29,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-09-30,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-10-01,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-10-02,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2022-10-03,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-10-04,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-10-05,port816,Newcastle,Australia,port816,3.0,2.0,1.0,0.0,,,,
2022-10-06,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-10-07,port816,Newcastle,Australia,port816,3.0,2.0,0.0,0.0,,,,
2022-10-08,port816,Newcastle,Australia,port816,1.0,1.0,0.0,0.0,,,,
2022-10-09,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-10-10,port816,Newcastle,Australia,port816,11.0,9.0,1.0,0.0,,,,
2022-10-11,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-10-12,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2022-10-13,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2022-10-14,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-10-15,port816,Newcastle,Australia,port816,6.0,5.0,0.0,1.0,,,,
2022-10-16,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-10-17,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-10-18,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-10-19,port816,Newcastle,Australia,port816,6.0,4.0,1.0,0.0,,,,
2022-10-20,port816,Newcastle,Australia,port816,9.0,8.0,0.0,0.0,,,,
2022-10-21,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-10-22,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-10-23,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-10-24,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-10-25,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-10-26,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2022-10-27,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-10-28,port816,Newcastle,Australia,port816,6.0,4.0,1.0,0.0,,,,
2022-10-29,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-10-30,port816,Newcastle,Australia,port816,5.0,3.0,1.0,0.0,,,,
2022-10-31,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2022-11-01,port816,Newcastle,Australia,port816,5.0,3.0,2.0,0.0,,,,
2022-11-02,port816,Newcastle,Australia,port816,3.0,2.0,1.0,0.0,,,,
2022-11-03,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-11-04,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-11-05,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-11-06,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2022-11-07,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2022-11-08,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-11-09,port816,Newcastle,Australia,port816,3.0,2.0,0.0,1.0,,,,
2022-11-10,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-11-11,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2022-11-12,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2022-11-13,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-11-14,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-11-15,port816,Newcastle,Australia,port816,6.0,4.0,1.0,0.0,,,,
2022-11-16,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2022-11-17,port816,Newcastle,Australia,port816,1.0,1.0,0.0,0.0,,,,
2022-11-18,port816,Newcastle,Australia,port816,13.0,9.0,2.0,0.0,,,,
2022-11-19,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-11-20,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-11-21,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-11-22,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-11-23,port816,Newcastle,Australia,port816,8.0,6.0,0.0,0.0,,,,
2022-11-24,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-11-25,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2022-11-26,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2022-11-27,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-11-28,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-11-29,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-11-30,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2022-12-01,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2022-12-02,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-12-03,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-12-04,port816,Newcastle,Australia,port816,10.0,7.0,1.0,0.0,,,,
2022-12-05,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-12-06,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-12-07,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-12-08,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-12-09,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-12-10,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-12-11,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-12-12,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2022-12-13,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2022-12-14,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-12-15,port816,Newcastle,Australia,port816,2.0,0.0,1.0,0.0,,,,
2022-12-16,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2022-12-17,port816,Newcastle,Australia,port816,13.0,11.0,0.0,0.0,,,,
2022-12-18,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2022-12-19,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2022-12-20,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2022-12-21,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-12-22,port816,Newcastle,Australia,port816,9.0,9.0,0.0,0.0,,,,
2022-12-23,port816,Newcastle,Australia,port816,9.0,7.0,1.0,0.0,,,,
2022-12-24,port816,Newcastle,Australia,port816,9.0,9.0,0.0,0.0,,,,
2022-12-25,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2022-12-26,port816,Newcastle,Australia,port816,7.0,6.0,1.0,0.0,,,,
2022-12-27,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2022-12-28,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2022-12-29,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2022-12-30,port816,Newcastle,Australia,port816,10.0,7.0,1.0,0.0,,,,
2022-12-31,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2023-01-01,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-01-02,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2023-01-03,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2023-01-04,port816,Newcastle,Australia,port816,2.0,1.0,1.0,0.0,,,,
2023-01-05,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2023-01-06,port816,Newcastle,Australia,port816,7.0,5.0,1.0,0.0,,,,
2023-01-07,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2023-01-08,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2023-01-09,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2023-01-10,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-01-11,port816,Newcastle,Australia,port816,5.0,3.0,1.0,0.0,,,,
2023-01-12,port816,Newcastle,Australia,port816,9.0,8.0,1.0,0.0,,,,
2023-01-13,port816,Newcastle,Australia,port816,2.0,2.0,0.0,0.0,,,,
2023-01-14,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2023-01-15,port816,Newcastle,Australia,port816,9.0,7.0,0.0,0.0,,,,
2023-01-16,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2023-01-17,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2023-01-18,port816,Newcastle,Australia,port816,1.0,1.0,0.0,0.0,,,,
2023-01-19,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-01-20,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2023-01-21,port816,Newcastle,Australia,port816,6.0,3.0,1.0,0.0,,,,
2023-01-22,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2023-01-23,port816,Newcastle,Australia,port816,9.0,7.0,0.0,0.0,,,,
2023-01-24,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2023-01-25,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2023-01-26,port816,Newcastle,Australia,port816,8.0,6.0,1.0,0.0,,,,
2023-01-27,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2023-01-28,port816,Newcastle,Australia,port816,5.0,3.0,1.0,0.0,,,,
2023-01-29,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2023-01-30,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2023-01-31,port816,Newcastle,Australia,port816,6.0,4.0,1.0,0.0,,,,
2023-02-01,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-02-02,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-03,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-04,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-02-05,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-02-06,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-07,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2023-02-08,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2023-02-09,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2023-02-10,port816,Newcastle,Australia,port816,4.0,3.0,1.0,0.0,,,,
2023-02-11,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-02-12,port816,Newcastle,Australia,port816,1.0,1.0,0.0,0.0,,,,
2023-02-13,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-14,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2023-02-15,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2023-02-16,port816,Newcastle,Australia,port816,9.0,9.0,0.0,0.0,,,,
2023-02-17,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-18,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-19,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2023-02-20,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-02-21,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2023-02-22,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
2023-02-23,port816,Newcastle,Australia,port816,16.0,12.0,2.0,0.0,,,,
2023-02-24,port816,Newcastle,Australia,port816,7.0,6.0,0.0,0.0,,,,
2023-02-25,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2023-02-26,port816,Newcastle,Australia,port816,8.0,6.0,0.0,0.0,,,,
2023-02-27,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2023-02-28,port816,Newcastle,Australia,port816,6.0,5.0,0.0,0.0,,,,
2023-03-01,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-03-02,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-03-03,port816,Newcastle,Australia,port816,3.0,2.0,0.0,0.0,,,,
2023-03-04,port816,Newcastle,Australia,port816,5.0,3.0,1.0,0.0,,,,
2023-03-05,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-03-06,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2023-03-07,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2023-03-08,port816,Newcastle,Australia,port816,5.0,4.0,1.0,0.0,,,,
2023-03-09,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2023-03-10,port816,Newcastle,Australia,port816,7.0,6.0,1.0,0.0,,,,
2023-03-11,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2023-03-12,port816,Newcastle,Australia,port816,5.0,3.0,1.0,0.0,,,,
2023-03-13,port816,Newcastle,Australia,port816,8.0,6.0,2.0,0.0,,,,
2023-03-14,port816,Newcastle,Australia,port816,8.0,7.0,0.0,0.0,,,,
2023-03-15,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2023-03-16,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2023-03-17,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2023-03-18,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-03-19,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2023-03-20,port816,Newcastle,Australia,port816,5.0,5.0,0.0,0.0,,,,
2023-03-21,port816,Newcastle,Australia,port816,6.0,4.0,2.0,0.0,,,,
2023-03-22,port816,Newcastle,Australia,port816,9.0,7.0,0.0,0.0,,,,
2023-03-23,port816,Newcastle,Australia,port816,6.0,6.0,0.0,0.0,,,,
2023-03-24,port816,Newcastle,Australia,port816,6.0,5.0,1.0,0.0,,,,
2023-03-25,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2023-03-26,port816,Newcastle,Australia,port816,5.0,4.0,0.0,0.0,,,,
2023-03-27,port816,Newcastle,Australia,port816,3.0,2.0,1.0,0.0,,,,
2023-03-28,port816,Newcastle,Australia,port816,6.0,4.0,2.0,0.0,,,,
2023-03-29,port816,Newcastle,Australia,port816,9.0,7.0,0.0,0.0,,,,
2023-03-30,port816,Newcastle,Australia,port816,8.0,8.0,0.0,0.0,,,,
2023-03-31,port816,Newcastle,Australia,port816,7.0,7.0,0.0,0.0,,,,
2023-04-01,port816,Newcastle,Australia,port816,8.0,7.0,1.0,0.0,,,,
2023-04-02,port816,Newcastle,Australia,port816,7.0,5.0,0.0,0.0,,,,
2023-04-03,port816,Newcastle,Australia,port816,7.0,5.0,0.0,0.0,,,,
2023-04-04,port816,Newcastle,Australia,port816,2.0,1.0,0.0,0.0,,,,
2023-04-05,port816,Newcastle,Australia,port816,3.0,3.0,0.0,0.0,,,,
2023-04-06,port816,Newcastle,Australia,port816,4.0,3.0,0.0,0.0,,,,
2023-04-07,port816,Newcastle,Australia,port816,4.0,4.0,0.0,0.0,,,,
2023-04-08,port816,Newcastle,Australia,port816,9.0,6.0,1.0,0.0,,,,
2023-04-09,port816,Newcastle,Australia,port816,0.0,0.0,0.0,0.0,,,,
