date,portname,portid,year,month,day,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2019-03-24,Mindoro Strait,chokepoint27,2019,3,24,1,35,2,,2,38,40,,1887493,4247,,6322,1891741,1898063
2019-03-24,Mona Passage,chokepoint24,2019,3,24,9,3,,,5,12,17,152400,377175,,,102995,529576,632571
2019-03-24,Ombai Strait,chokepoint16,2019,3,24,2,12,1,,6,15,21,35806,1295059,1243,,97061,1332110,1429171
2019-03-24,Oresund Strait,chokepoint10,2019,3,24,4,11,23,4,14,42,56,8527,17410,38648,822,19336,65409,84746
2019-03-24,Panama Canal,chokepoint2,2019,3,24,8,9,5,1,7,23,30,171381,281321,26751,4096,220320,483551,703872
2019-03-24,Strait of Hormuz,chokepoint6,2019,3,24,8,9,5,1,31,23,54,240386,141644,19634,3332,641687,404998,1046686
2019-03-24,Suez Canal,chokepoint1,2019,3,24,12,9,9,2,19,32,51,640262,435131,30214,7505,844695,1113114,1957809
2019-03-24,Sunda Strait,chokepoint19,2019,3,24,,11,3,1,10,15,25,,364337,18377,,305795,382715,688510
2019-03-24,Taiwan Strait,chokepoint11,2019,3,24,90,46,40,5,71,181,252,2097655,1537607,159354,10133,1028380,3804751,4833131
2019-03-24,Torres Strait,chokepoint18,2019,3,24,2,6,2,,,10,10,17870,99508,4260,,,121638,121638
2019-03-24,Tsugaru Strait,chokepoint13,2019,3,24,15,12,6,1,10,34,44,432033,181084,8288,,71750,621405,693156
2019-03-24,Windward Passage,chokepoint23,2019,3,24,8,1,2,3,5,14,19,133713,63145,5727,10275,214131,212862,426993
2019-03-24,Yucatan Channel,chokepoint22,2019,3,24,10,6,7,,29,23,52,39742,282569,35131,,834845,357442,1192288
2019-03-25,Bab el-Mandeb Strait,chokepoint4,2019,3,25,15,13,4,,23,32,55,723697,625862,27173,,1457018,1376733,2833752
2019-03-25,Balabac Strait,chokepoint25,2019,3,25,4,5,2,,2,11,13,21124,37986,3954,,68986,63065,132051
2019-03-25,Bering Strait,chokepoint26,2019,3,25,,,,,,,,,,,,,,
2019-03-25,Bohai Strait,chokepoint17,2019,3,25,31,84,22,3,38,140,178,571740,3838673,99345,1902,749794,4511661,5261456
2019-03-25,Bosporus Strait,chokepoint3,2019,3,25,7,28,47,1,31,83,114,75629,775435,83711,,649257,934775,1584033
2019-03-25,Cape of Good Hope,chokepoint7,2019,3,25,5,21,2,2,11,30,41,183562,1260070,5215,2684,1940360,1451532,3391893
2019-03-25,Dover Strait,chokepoint9,2019,3,25,34,19,26,12,53,91,144,1148157,677197,91084,22516,1062825,1938956,3001781
2019-03-25,Gibraltar Strait,chokepoint8,2019,3,25,27,14,22,3,35,66,101,978747,722868,66662,7388,1223246,1775667,2998913
2019-03-25,Kerch Strait,chokepoint28,2019,3,25,,4,26,2,10,32,42,,20229,26373,1067,33853,47671,81525
2019-03-25,Korea Strait,chokepoint12,2019,3,25,63,35,61,10,64,169,233,769800,577508,116457,4882,551242,1468649,2019891
2019-03-25,Lombok Strait,chokepoint15,2019,3,25,,23,3,,4,26,30,,274500,8190,,54243,282690,336934
2019-03-25,Luzon Strait,chokepoint14,2019,3,25,5,25,6,1,13,37,50,110493,1553873,23234,,857302,1687601,2544903
2019-03-25,Magellan Strait,chokepoint21,2019,3,25,,,,1,,1,1,,,,2729,,2729,2729
2019-03-25,Makassar Strait,chokepoint20,2019,3,25,,32,2,1,5,35,40,,1115554,5278,,22703,1120832,1143536
2019-03-25,Malacca Strait,chokepoint5,2019,3,25,49,37,11,6,58,103,161,1297564,1838484,39826,13635,1739775,3189511,4929287
2019-03-25,Mindoro Strait,chokepoint27,2019,3,25,1,37,1,,3,39,42,,1846503,9033,,96886,1855536,1952423
2019-03-25,Mona Passage,chokepoint24,2019,3,25,3,3,1,,2,7,9,39571,97803,3463,,79811,140837,220649
2019-03-25,Ombai Strait,chokepoint16,2019,3,25,3,4,1,,3,8,11,65514,398373,1419,,4284,465307,469591
2019-03-25,Oresund Strait,chokepoint10,2019,3,25,8,6,18,10,10,42,52,21237,2572,33766,4707,15574,62283,77858
2019-03-25,Panama Canal,chokepoint2,2019,3,25,6,3,3,3,13,15,28,209419,58762,17635,5037,129102,290854,419957
2019-03-25,Strait of Hormuz,chokepoint6,2019,3,25,10,8,4,,22,22,44,566170,365245,33811,,350129,965227,1315357
2019-03-25,Suez Canal,chokepoint1,2019,3,25,14,6,5,1,20,26,46,752816,497320,29031,3456,903055,1282626,2185682
2019-03-25,Sunda Strait,chokepoint19,2019,3,25,1,2,4,1,8,8,16,,93004,4039,2380,28041,99424,127465
2019-03-25,Taiwan Strait,chokepoint11,2019,3,25,87,62,28,8,62,185,247,1665779,2461341,134833,10555,963143,4272511,5235654
2019-03-25,Torres Strait,chokepoint18,2019,3,25,,3,1,,1,4,5,,,4803,,9671,4803,14475
2019-03-25,Tsugaru Strait,chokepoint13,2019,3,25,6,10,9,,6,25,31,204793,437573,19172,,60728,661539,722267
2019-03-25,Windward Passage,chokepoint23,2019,3,25,7,2,2,4,1,15,16,164408,17634,8119,17412,,207574,207574
2019-03-25,Yucatan Channel,chokepoint22,2019,3,25,10,7,2,1,19,20,39,101085,218522,3233,,396817,322841,719658
2019-03-26,Bab el-Mandeb Strait,chokepoint4,2019,3,26,16,14,4,2,25,36,61,1038718,798238,15711,5137,1077084,1857805,2934890
2019-03-26,Balabac Strait,chokepoint25,2019,3,26,1,5,,,2,6,8,6398,279697,,,1710,286096,287806
2019-03-26,Bering Strait,chokepoint26,2019,3,26,,1,1,,,2,2,,33879,17465,,,51344,51344
2019-03-26,Bohai Strait,chokepoint17,2019,3,26,37,96,13,2,45,148,193,731853,3991979,53603,1495,1123837,4778932,5902770
2019-03-26,Bosporus Strait,chokepoint3,2019,3,26,9,22,54,,17,85,102,45190,693320,89585,,356138,828096,1184235
2019-03-26,Cape of Good Hope,chokepoint7,2019,3,26,4,18,2,2,15,26,41,144462,1280265,33554,3202,929395,1461484,2390879
2019-03-26,Dover Strait,chokepoint9,2019,3,26,48,24,30,16,46,118,164,1148969,673759,67595,36625,737952,1926949,2664902
2019-03-26,Gibraltar Strait,chokepoint8,2019,3,26,22,26,22,3,33,73,106,787706,1119872,86108,,724247,1993687,2717935
2019-03-26,Kerch Strait,chokepoint28,2019,3,26,,2,31,,13,33,46,,3189,34046,,34422,37236,71658
2019-03-26,Korea Strait,chokepoint12,2019,3,26,57,38,62,7,52,164,216,734545,866451,171471,7628,809682,1780095,2589778
2019-03-26,Lombok Strait,chokepoint15,2019,3,26,1,15,1,1,7,18,25,7302,275385,6694,6926,161411,296309,457721
2019-03-26,Luzon Strait,chokepoint14,2019,3,26,7,27,3,1,16,38,54,127375,2059336,3222,2552,1141870,2192487,3334358
2019-03-26,Magellan Strait,chokepoint21,2019,3,26,,3,1,,2,4,6,,118512,1078,,126563,119590,246154
2019-03-26,Makassar Strait,chokepoint20,2019,3,26,2,29,3,,7,34,41,18663,1284367,11855,,8180,1314886,1323067
2019-03-26,Malacca Strait,chokepoint5,2019,3,26,35,33,16,7,59,91,150,1274670,2348001,52636,9650,2195153,3684958,5880111
2019-03-26,Mindoro Strait,chokepoint27,2019,3,26,1,27,2,,4,30,34,,2056899,3998,,86204,2060897,2147101
2019-03-26,Mona Passage,chokepoint24,2019,3,26,5,3,3,,7,11,18,58119,239805,32846,,157851,330770,488621
2019-03-26,Ombai Strait,chokepoint16,2019,3,26,1,2,3,1,2,7,9,23314,140498,9785,5617,31682,179216,210898
2019-03-26,Oresund Strait,chokepoint10,2019,3,26,2,2,23,3,12,30,42,2851,7275,35652,4265,46157,50045,96203
2019-03-26,Panama Canal,chokepoint2,2019,3,26,8,6,3,3,15,20,35,254011,235291,5295,16992,186463,511591,698055
2019-03-26,Strait of Hormuz,chokepoint6,2019,3,26,9,12,1,2,33,24,57,378306,371319,,,949423,749625,1699049
2019-03-26,Suez Canal,chokepoint1,2019,3,26,17,9,2,2,16,30,46,1100927,563851,38863,15640,879105,1719283,2598389
2019-03-26,Sunda Strait,chokepoint19,2019,3,26,6,7,,1,7,14,21,53493,508658,,307,61880,562460,624341
2019-03-26,Taiwan Strait,chokepoint11,2019,3,26,104,47,29,8,66,188,254,2025572,1889724,165444,7916,514971,4088658,4603630
2019-03-26,Torres Strait,chokepoint18,2019,3,26,3,1,1,,2,5,7,69709,28916,656,,40385,99282,139667
2019-03-26,Tsugaru Strait,chokepoint13,2019,3,26,8,16,7,4,12,35,47,282181,547391,23713,5922,123895,859209,983105
2019-03-26,Windward Passage,chokepoint23,2019,3,26,4,4,6,2,3,16,19,34169,122833,23904,8288,139109,189195,328304
2019-03-26,Yucatan Channel,chokepoint22,2019,3,26,8,4,8,1,12,21,33,71201,113377,51196,,197041,235775,432817
2019-03-27,Bab el-Mandeb Strait,chokepoint4,2019,3,27,16,9,5,1,17,31,48,962791,516930,10717,,1077587,1490439,2568027
2019-03-27,Balabac Strait,chokepoint25,2019,3,27,1,7,1,,5,9,14,60770,222893,2065,,18519,285730,304250
2019-03-27,Bering Strait,chokepoint26,2019,3,27,2,1,,,,3,3,27873,53818,,,,81692,81692
2019-03-27,Bohai Strait,chokepoint17,2019,3,27,12,48,7,1,9,68,77,390504,1459754,29701,6867,27736,1886828,1914564
2019-03-27,Bosporus Strait,chokepoint3,2019,3,27,5,16,58,,32,79,111,39562,292188,105356,,410421,437107,847529
2019-03-27,Cape of Good Hope,chokepoint7,2019,3,27,7,21,1,,17,29,46,199428,1502487,6142,,1325372,1708059,3033432
2019-03-27,Dover Strait,chokepoint9,2019,3,27,36,19,41,16,42,112,154,1012232,487317,118852,32690,676983,1651093,2328076
2019-03-27,Gibraltar Strait,chokepoint8,2019,3,27,11,25,19,7,32,62,94,499150,801587,85386,21453,1278656,1407577,2686234
2019-03-27,Kerch Strait,chokepoint28,2019,3,27,1,1,23,1,10,26,36,,,30910,,15114,30910,46024
2019-03-27,Korea Strait,chokepoint12,2019,3,27,58,39,58,13,66,168,234,705533,1096314,129298,6738,552546,1937883,2490430
2019-03-27,Lombok Strait,chokepoint15,2019,3,27,,11,,,4,11,15,,257113,,,57886,257113,314999
2019-03-27,Luzon Strait,chokepoint14,2019,3,27,6,27,1,,20,34,54,310787,2021801,5326,,1523231,2337916,3861147
2019-03-27,Magellan Strait,chokepoint21,2019,3,27,1,1,,,2,2,4,19897,14916,,,,34813,34813
2019-03-27,Makassar Strait,chokepoint20,2019,3,27,1,30,3,,3,34,37,4121,495204,8651,,10848,507977,518825
2019-03-27,Malacca Strait,chokepoint5,2019,3,27,41,32,9,8,54,90,144,1061950,1390082,44360,17040,1851040,2513433,4364474
2019-03-27,Mindoro Strait,chokepoint27,2019,3,27,1,20,2,,3,23,26,21106,1345162,1145,,5899,1367414,1373314
2019-03-27,Mona Passage,chokepoint24,2019,3,27,3,2,1,1,2,7,9,85094,70673,,,74299,155767,230066
2019-03-27,Ombai Strait,chokepoint16,2019,3,27,1,2,,,6,3,9,1045,,,,47122,1045,48167
2019-03-27,Oresund Strait,chokepoint10,2019,3,27,9,5,30,4,15,48,63,24764,,34202,5498,36741,64464,101206
2019-03-27,Panama Canal,chokepoint2,2019,3,27,8,12,3,1,5,24,29,229001,673778,24649,5192,131415,932621,1064037
2019-03-27,Strait of Hormuz,chokepoint6,2019,3,27,9,6,4,4,38,23,61,376295,112006,17249,9022,761454,514574,1276028
2019-03-27,Suez Canal,chokepoint1,2019,3,27,21,12,2,3,7,38,45,1307072,825749,1924,11721,299312,2146467,2445779
2019-03-27,Sunda Strait,chokepoint19,2019,3,27,5,11,3,1,11,20,31,72890,287698,5955,,336039,366544,702584
2019-03-27,Taiwan Strait,chokepoint11,2019,3,27,97,69,21,6,53,193,246,1811558,2415610,180746,11935,486288,4419850,4906139
2019-03-27,Torres Strait,chokepoint18,2019,3,27,1,8,1,,3,10,13,16045,345256,1243,,151834,362545,514380
2019-03-27,Tsugaru Strait,chokepoint13,2019,3,27,9,13,11,1,14,34,48,337704,421198,13942,,127899,772845,900745
2019-03-27,Windward Passage,chokepoint23,2019,3,27,5,4,4,,4,13,17,109005,129002,18884,,31686,256892,288579
2019-03-27,Yucatan Channel,chokepoint22,2019,3,27,11,8,1,1,16,21,37,86086,435643,13140,,418784,534870,953654
2019-03-28,Bab el-Mandeb Strait,chokepoint4,2019,3,28,15,10,3,6,8,34,42,853813,397461,14330,11957,246522,1277563,1524086
2019-03-28,Balabac Strait,chokepoint25,2019,3,28,,11,2,,3,13,16,,520118,1738,,10977,521857,532835
2019-03-28,Bering Strait,chokepoint26,2019,3,28,,,,,1,,1,,,,,76415,,76415
2019-03-28,Bohai Strait,chokepoint17,2019,3,28,16,57,7,4,24,84,108,398047,2823498,27670,2265,193338,3251481,3444820
2019-03-28,Bosporus Strait,chokepoint3,2019,3,28,18,25,39,2,30,84,114,138307,737130,102364,3059,393023,980861,1373884
2019-03-28,Cape of Good Hope,chokepoint7,2019,3,28,2,23,2,2,13,29,42,85155,796708,2967,8175,911626,893007,1804633
2019-03-28,Dover Strait,chokepoint9,2019,3,28,34,19,34,16,55,103,158,708345,847429,88792,28219,1303748,1672786,2976535
2019-03-28,Gibraltar Strait,chokepoint8,2019,3,28,14,23,16,6,38,59,97,471843,795546,76873,19550,2141541,1363814,3505356
2019-03-28,Kerch Strait,chokepoint28,2019,3,28,,,40,,11,40,51,,,38385,,20991,38385,59376
2019-03-28,Korea Strait,chokepoint12,2019,3,28,53,39,47,8,54,147,201,794366,1186926,111590,19335,704874,2112219,2817094
2019-03-28,Lombok Strait,chokepoint15,2019,3,28,1,7,,,5,8,13,1388,448894,,,79507,450282,529789
2019-03-28,Luzon Strait,chokepoint14,2019,3,28,4,13,5,3,13,25,38,69701,953892,25312,14498,1575821,1063405,2639227
2019-03-28,Magellan Strait,chokepoint21,2019,3,28,,3,,,1,3,4,,122214,,,,122214,122214
2019-03-28,Makassar Strait,chokepoint20,2019,3,28,2,34,2,,2,38,40,16276,828142,4931,,20260,849349,869610
2019-03-28,Malacca Strait,chokepoint5,2019,3,28,54,54,11,8,75,127,202,1885566,2732805,54224,34622,3561036,4707218,8268254
2019-03-28,Mindoro Strait,chokepoint27,2019,3,28,1,20,5,1,4,27,31,17167,908542,12547,,16581,938257,954839
2019-03-28,Mona Passage,chokepoint24,2019,3,28,3,4,,1,2,8,10,96575,153178,,3068,18481,252823,271304
2019-03-28,Ombai Strait,chokepoint16,2019,3,28,1,3,,,1,4,5,13138,,,,9671,13138,22809
2019-03-28,Oresund Strait,chokepoint10,2019,3,28,8,6,21,3,9,38,47,14763,8836,19677,6838,17277,50115,67393
2019-03-28,Panama Canal,chokepoint2,2019,3,28,6,4,4,4,9,18,27,160464,156107,21584,27509,128838,365666,494505
2019-03-28,Strait of Hormuz,chokepoint6,2019,3,28,4,6,1,,28,11,39,113457,195082,18274,,1967686,326814,2294501
2019-03-28,Suez Canal,chokepoint1,2019,3,28,14,19,5,7,18,45,63,619071,804382,20012,34438,729387,1477904,2207292
2019-03-28,Sunda Strait,chokepoint19,2019,3,28,2,14,3,,9,19,28,72151,1489526,3550,,101303,1565228,1666532
2019-03-28,Taiwan Strait,chokepoint11,2019,3,28,68,58,41,8,65,175,240,1336208,2347844,236256,20220,719807,3940530,4660337
2019-03-28,Torres Strait,chokepoint18,2019,3,28,2,3,1,1,2,7,9,46904,51217,1925,5617,,105664,105664
2019-03-28,Tsugaru Strait,chokepoint13,2019,3,28,9,10,7,,11,26,37,371758,288993,5073,,48134,665825,713959
2019-03-28,Windward Passage,chokepoint23,2019,3,28,1,,3,,4,4,8,13604,,17944,,,31549,31549
2019-03-28,Yucatan Channel,chokepoint22,2019,3,28,6,7,2,1,20,16,36,79638,165345,12680,,490980,257664,748644
2019-03-29,Bab el-Mandeb Strait,chokepoint4,2019,3,29,13,12,6,2,14,33,47,744653,657032,14659,16049,617873,1432394,2050268
2019-03-29,Balabac Strait,chokepoint25,2019,3,29,3,4,,,6,7,13,15990,241775,,,37472,257765,295238
2019-03-29,Bering Strait,chokepoint26,2019,3,29,,,1,1,1,2,3,,,1702,7320,40385,9023,49409
2019-03-29,Bohai Strait,chokepoint17,2019,3,29,25,64,10,4,21,103,124,557078,2167810,45828,7026,227469,2777744,3005213
2019-03-29,Bosporus Strait,chokepoint3,2019,3,29,9,26,37,2,21,74,95,119463,785807,82481,,571330,987752,1559083
2019-03-29,Cape of Good Hope,chokepoint7,2019,3,29,2,17,1,1,14,21,35,49322,1080417,,,1354787,1129740,2484527
2019-03-29,Dover Strait,chokepoint9,2019,3,29,40,20,36,10,51,106,157,1258689,846181,85565,10071,1154634,2200506,3355141
2019-03-29,Gibraltar Strait,chokepoint8,2019,3,29,27,33,22,4,27,86,113,999261,1747943,110873,926,810701,2859005,3669706
2019-03-29,Kerch Strait,chokepoint28,2019,3,29,1,6,36,,13,43,56,1200,50249,53710,,30181,105159,135340
2019-03-29,Korea Strait,chokepoint12,2019,3,29,62,41,57,7,64,167,231,1162474,777960,159556,8757,1028383,2108748,3137132
2019-03-29,Lombok Strait,chokepoint15,2019,3,29,1,14,,1,5,16,21,14582,419877,,,31965,434459,466425
2019-03-29,Luzon Strait,chokepoint14,2019,3,29,2,25,2,2,19,31,50,13432,1431668,11923,4150,1200912,1461174,2662086
2019-03-29,Magellan Strait,chokepoint21,2019,3,29,1,3,,,2,4,6,,101829,,,118915,101829,220745
2019-03-29,Makassar Strait,chokepoint20,2019,3,29,2,27,,1,9,30,39,28375,449053,,6926,15507,484355,499863
2019-03-29,Malacca Strait,chokepoint5,2019,3,29,32,53,23,2,74,110,184,1219835,2395537,136382,7765,3072425,3759519,6831945
2019-03-29,Mindoro Strait,chokepoint27,2019,3,29,1,26,4,,6,31,37,5854,805814,5015,,53827,816684,870511
2019-03-29,Mona Passage,chokepoint24,2019,3,29,4,4,1,1,4,10,14,74274,290085,4530,,,368891,368891
2019-03-29,Ombai Strait,chokepoint16,2019,3,29,2,1,1,,3,4,7,44596,,3491,,,48088,48088
2019-03-29,Oresund Strait,chokepoint10,2019,3,29,14,,32,3,8,49,57,29456,,56306,2745,21052,88508,109560
2019-03-29,Panama Canal,chokepoint2,2019,3,29,7,5,1,3,12,16,28,180348,192701,,15580,310264,388631,698895
2019-03-29,Strait of Hormuz,chokepoint6,2019,3,29,12,18,6,2,36,38,74,600331,440271,14117,,1795790,1054721,2850511
2019-03-29,Suez Canal,chokepoint1,2019,3,29,22,10,5,3,19,40,59,1658569,387574,37515,9528,853104,2093188,2946292
2019-03-29,Sunda Strait,chokepoint19,2019,3,29,5,9,3,,9,17,26,127314,755345,46186,,389132,928846,1317979
2019-03-29,Taiwan Strait,chokepoint11,2019,3,29,83,58,32,5,73,178,251,1758584,1889562,195342,15443,1061851,3858932,4920784
2019-03-29,Torres Strait,chokepoint18,2019,3,29,1,2,,,2,3,5,19245,83966,,,,103212,103212
2019-03-29,Tsugaru Strait,chokepoint13,2019,3,29,10,12,14,1,17,37,54,301862,442577,18813,2504,251784,765757,1017541
2019-03-29,Windward Passage,chokepoint23,2019,3,29,4,1,4,1,4,10,14,114632,27234,9551,4258,2718,155676,158394
2019-03-29,Yucatan Channel,chokepoint22,2019,3,29,12,6,4,3,20,25,45,135851,224338,21409,15150,562638,396749,959387
2019-03-30,Bab el-Mandeb Strait,chokepoint4,2019,3,30,23,6,1,3,18,33,51,1367397,472236,5149,8245,549239,1853029,2402269
2019-03-30,Balabac Strait,chokepoint25,2019,3,30,1,6,1,,3,8,11,3894,106628,,,,110523,110523
2019-03-30,Bering Strait,chokepoint26,2019,3,30,1,,,1,,2,2,58692,,,,,58692,58692
2019-03-30,Bohai Strait,chokepoint17,2019,3,30,7,40,6,,11,53,64,99705,1199139,26703,,118329,1325548,1443877
2019-03-30,Bosporus Strait,chokepoint3,2019,3,30,9,17,26,,21,52,73,104733,544450,66979,,268029,716164,984193
2019-03-30,Cape of Good Hope,chokepoint7,2019,3,30,5,18,3,,8,26,34,260096,1540508,75921,,657309,1876527,2533836
2019-03-30,Dover Strait,chokepoint9,2019,3,30,33,30,60,10,70,133,203,782660,1232130,170253,20022,1657304,2205067,3862371
2019-03-30,Gibraltar Strait,chokepoint8,2019,3,30,34,23,32,9,34,98,132,1214389,973881,138463,22652,949028,2349386,3298415
2019-03-30,Kerch Strait,chokepoint28,2019,3,30,,,32,,7,32,39,,,37231,,19196,37231,56427
2019-03-30,Korea Strait,chokepoint12,2019,3,30,47,36,57,10,44,150,194,600096,1123686,137715,11161,309370,1872659,2182030
2019-03-30,Lombok Strait,chokepoint15,2019,3,30,,14,1,,7,15,22,,722482,,,189911,722482,912394
2019-03-30,Luzon Strait,chokepoint14,2019,3,30,3,28,4,4,23,39,62,50823,1396082,15416,10486,1744262,1472809,3217071
2019-03-30,Magellan Strait,chokepoint21,2019,3,30,1,3,,1,3,5,8,,107885,,,40173,107885,148059
2019-03-30,Makassar Strait,chokepoint20,2019,3,30,3,26,5,1,4,35,39,31525,899879,7337,,2931,938742,941674
2019-03-30,Malacca Strait,chokepoint5,2019,3,30,42,46,18,3,58,109,167,1254416,1655020,62239,4351,3349581,2976028,6325609
2019-03-30,Mindoro Strait,chokepoint27,2019,3,30,2,21,4,,4,27,31,143896,659558,9242,,18368,812697,831066
2019-03-30,Mona Passage,chokepoint24,2019,3,30,4,,1,,2,5,7,52386,,4255,,69627,56641,126269
2019-03-30,Ombai Strait,chokepoint16,2019,3,30,1,2,2,,2,5,7,4316,222342,2186,,80708,228844,309553
2019-03-30,Oresund Strait,chokepoint10,2019,3,30,15,7,34,4,9,60,69,33180,66226,53877,831,18154,154116,172271
2019-03-30,Panama Canal,chokepoint2,2019,3,30,6,7,3,,14,16,30,212093,301614,22044,,211546,535752,747299
2019-03-30,Strait of Hormuz,chokepoint6,2019,3,30,11,10,2,,47,23,70,429280,264507,22166,,1832845,715953,2548798
2019-03-30,Suez Canal,chokepoint1,2019,3,30,21,5,2,3,12,31,43,1562116,219032,27870,25728,576235,1834748,2410984
2019-03-30,Sunda Strait,chokepoint19,2019,3,30,4,16,2,2,11,24,35,39545,816075,4564,,89883,860185,950069
2019-03-30,Taiwan Strait,chokepoint11,2019,3,30,98,56,26,5,69,185,254,1813578,1679947,168533,8973,1402233,3671033,5073266
2019-03-30,Torres Strait,chokepoint18,2019,3,30,2,6,2,2,2,12,14,40118,254069,6404,578,43851,301170,345021
2019-03-30,Tsugaru Strait,chokepoint13,2019,3,30,13,9,10,,8,32,40,606311,250288,11836,,23421,868436,891858
2019-03-30,Windward Passage,chokepoint23,2019,3,30,8,1,2,,3,11,14,135322,32218,2871,,86457,170411,256869
2019-03-30,Yucatan Channel,chokepoint22,2019,3,30,10,9,4,,19,23,42,45312,330095,15719,,607142,391126,998269
2019-03-31,Bab el-Mandeb Strait,chokepoint4,2019,3,31,16,8,4,5,11,33,44,996851,406416,29053,20506,639021,1452827,2091848
2019-03-31,Balabac Strait,chokepoint25,2019,3,31,1,5,1,1,6,8,14,,189370,417,2120,103450,191908,295358
2019-03-31,Bering Strait,chokepoint26,2019,3,31,1,,,,1,1,2,4205,,,,4994,4205,9200
2019-03-31,Bohai Strait,chokepoint17,2019,3,31,17,67,19,2,27,105,132,351439,2985294,96802,7249,1004961,3440786,4445747
2019-03-31,Bosporus Strait,chokepoint3,2019,3,31,7,21,48,,30,76,106,21374,768051,106069,,737375,895495,1632871
2019-03-31,Cape of Good Hope,chokepoint7,2019,3,31,8,15,,2,13,25,38,226723,732954,,,1156964,959678,2116642
2019-03-31,Dover Strait,chokepoint9,2019,3,31,34,21,47,10,53,112,165,898884,725961,131516,20369,966573,1776732,2743306
2019-03-31,Gibraltar Strait,chokepoint8,2019,3,31,25,33,22,8,35,88,123,1001939,1506360,74835,10028,1057765,2593164,3650929
2019-03-31,Kerch Strait,chokepoint28,2019,3,31,,1,27,,12,28,40,,11954,43027,,22412,54981,77394
2019-03-31,Korea Strait,chokepoint12,2019,3,31,57,37,48,13,51,155,206,716886,989833,125323,21626,1056563,1853669,2910232
2019-03-31,Lombok Strait,chokepoint15,2019,3,31,1,15,1,1,5,18,23,5990,1365887,16839,137,36354,1388855,1425209
2019-03-31,Luzon Strait,chokepoint14,2019,3,31,3,23,4,4,13,34,47,28023,1051402,24574,9309,778294,1113309,1891604
2019-03-31,Magellan Strait,chokepoint21,2019,3,31,,1,2,,,3,3,,31011,8054,,,39065,39065
2019-03-31,Makassar Strait,chokepoint20,2019,3,31,2,33,1,,5,36,41,28760,681657,423,,98508,710841,809350
2019-03-31,Malacca Strait,chokepoint5,2019,3,31,48,38,11,5,50,102,152,1272775,1977206,100004,20318,2783569,3370303,6153873
2019-03-31,Mindoro Strait,chokepoint27,2019,3,31,2,25,1,,5,28,33,11925,557913,1538,,49226,571377,620603
2019-03-31,Mona Passage,chokepoint24,2019,3,31,6,2,1,1,,10,10,204909,59674,,,,264583,264583
2019-03-31,Ombai Strait,chokepoint16,2019,3,31,1,6,2,,2,9,11,,439389,3295,,,442685,442685
2019-03-31,Oresund Strait,chokepoint10,2019,3,31,5,6,23,6,12,40,52,7420,50822,38702,5857,25247,102802,128050
2019-03-31,Panama Canal,chokepoint2,2019,3,31,3,7,3,2,12,15,27,106912,398230,29294,9827,289598,544264,833863
