date,portname,portid,year,month,day,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2023-12-22,Malacca Strait,chokepoint5,2023,12,22,44,58,16,5,98,123,221,1261329,2724343,79001,31072,3910623,4095746,8006370
2023-12-22,Mindoro Strait,chokepoint27,2023,12,22,3,34,6,,,43,43,26218,2611900,39159,,,2677278,2677278
2023-12-22,Mona Passage,chokepoint24,2023,12,22,4,4,1,1,,10,10,37689,291993,3629,7509,,340821,340821
2023-12-22,Ombai Strait,chokepoint16,2023,12,22,2,5,2,,4,9,13,26360,667989,3028,,5488,697378,702867
2023-12-22,Oresund Strait,chokepoint10,2023,12,22,1,6,14,1,12,22,34,,64198,17331,1135,39980,82665,122646
2023-12-22,Panama Canal,chokepoint2,2023,12,22,8,,3,2,10,13,23,288052,,25208,4261,228896,317522,546418
2023-12-22,Strait of Hormuz,chokepoint6,2023,12,22,11,11,7,,31,29,60,329215,361637,14602,,1253646,705455,1959102
2023-12-22,Suez Canal,chokepoint1,2023,12,22,12,31,5,2,22,50,72,452877,1846752,30338,,931466,2329969,3261436
2023-12-22,Sunda Strait,chokepoint19,2023,12,22,3,9,2,1,11,15,26,75220,555696,32853,,45351,663771,709122
2023-12-22,Taiwan Strait,chokepoint11,2023,12,22,73,60,18,4,33,155,188,1414820,3325802,149698,7791,706429,4898113,5604543
2023-12-22,Torres Strait,chokepoint18,2023,12,22,,6,1,1,1,8,9,,173182,1695,2892,,177771,177771
2023-12-22,Tsugaru Strait,chokepoint13,2023,12,22,5,16,3,1,6,25,31,214644,715945,6528,2684,12197,939801,951999
2023-12-22,Windward Passage,chokepoint23,2023,12,22,10,1,2,1,,14,14,245051,,6861,16811,,268724,268724
2023-12-22,Yucatan Channel,chokepoint22,2023,12,22,14,5,2,3,25,24,49,84183,127298,13961,12768,1263828,238211,1502040
2023-12-23,Bab el-Mandeb Strait,chokepoint4,2023,12,23,5,19,6,3,17,33,50,82488,789631,54781,4906,1328042,931808,2259851
2023-12-23,Balabac Strait,chokepoint25,2023,12,23,3,3,5,,6,11,17,19691,71007,15429,,13367,106129,119496
2023-12-23,Bering Strait,chokepoint26,2023,12,23,,,,,,,,,,,,,,
2023-12-23,Bohai Strait,chokepoint17,2023,12,23,27,126,31,3,40,187,227,609728,5676196,101085,2926,827742,6389936,7217678
2023-12-23,Bosporus Strait,chokepoint3,2023,12,23,12,29,31,,25,72,97,71423,665558,80162,,325284,817143,1142427
2023-12-23,Cape of Good Hope,chokepoint7,2023,12,23,6,27,2,2,11,37,48,312576,1724516,18025,2469,1275041,2057587,3332628
2023-12-23,Dover Strait,chokepoint9,2023,12,23,27,21,38,14,55,100,155,922437,580906,97558,30859,1221515,1631762,2853278
2023-12-23,Gibraltar Strait,chokepoint8,2023,12,23,43,27,23,7,48,100,148,1515687,1159836,86159,20925,1315257,2782609,4097867
2023-12-23,Kerch Strait,chokepoint28,2023,12,23,,,,,,,,,,,,,,
2023-12-23,Korea Strait,chokepoint12,2023,12,23,56,53,82,10,70,201,271,845869,1306524,175454,20586,1179944,2348435,3528380
2023-12-23,Lombok Strait,chokepoint15,2023,12,23,,25,1,,10,26,36,,2051670,6678,,203253,2058349,2261603
2023-12-23,Luzon Strait,chokepoint14,2023,12,23,15,53,2,5,37,75,112,551270,3451057,5481,6572,1959084,4014382,5973467
2023-12-23,Magellan Strait,chokepoint21,2023,12,23,,6,1,1,2,8,10,,218973,,6616,17799,225590,243389
2023-12-23,Makassar Strait,chokepoint20,2023,12,23,2,51,2,1,6,56,62,18231,3096484,19348,2120,51771,3136185,3187957
2023-12-23,Malacca Strait,chokepoint5,2023,12,23,69,60,11,5,72,145,217,2234753,3358163,42302,10720,1983583,5645939,7629523
2023-12-23,Mindoro Strait,chokepoint27,2023,12,23,3,31,,,1,34,35,23868,2170525,,,1149,2194394,2195543
2023-12-23,Mona Passage,chokepoint24,2023,12,23,2,1,2,,,5,5,28401,27052,11020,,,66474,66474
2023-12-23,Ombai Strait,chokepoint16,2023,12,23,,5,1,,4,6,10,,355962,17465,,,373427,373427
2023-12-23,Oresund Strait,chokepoint10,2023,12,23,12,8,14,5,8,39,47,20010,8363,25020,3230,3634,56624,60259
2023-12-23,Panama Canal,chokepoint2,2023,12,23,8,1,2,2,10,13,23,271691,4060,2071,4532,218529,282356,500885
2023-12-23,Strait of Hormuz,chokepoint6,2023,12,23,8,9,2,3,55,22,77,153726,411666,8521,6492,1855039,580407,2435447
2023-12-23,Suez Canal,chokepoint1,2023,12,23,10,20,3,4,20,37,57,364321,712445,18406,28559,835504,1123733,1959237
2023-12-23,Sunda Strait,chokepoint19,2023,12,23,5,10,5,,12,20,32,100052,528650,44516,,187771,673219,860990
2023-12-23,Taiwan Strait,chokepoint11,2023,12,23,98,63,27,6,48,194,242,1593601,2222203,148569,11574,855762,3975948,4831711
2023-12-23,Torres Strait,chokepoint18,2023,12,23,1,5,3,,,9,9,,115163,8130,,,123294,123294
2023-12-23,Tsugaru Strait,chokepoint13,2023,12,23,13,14,5,1,12,33,45,331704,606114,2882,869,102228,941571,1043800
2023-12-23,Windward Passage,chokepoint23,2023,12,23,6,3,1,1,3,11,14,126577,32746,4881,4848,,169054,169054
2023-12-23,Yucatan Channel,chokepoint22,2023,12,23,7,9,4,,23,20,43,27503,322926,24289,,904592,374719,1279312
2023-12-24,Bab el-Mandeb Strait,chokepoint4,2023,12,24,6,32,4,,27,42,69,215489,1656829,24327,,1829936,1896647,3726583
2023-12-24,Balabac Strait,chokepoint25,2023,12,24,,3,4,,6,7,13,,36750,6855,,106733,43606,150339
2023-12-24,Bering Strait,chokepoint26,2023,12,24,,,,,,,,,,,,,,
2023-12-24,Bohai Strait,chokepoint17,2023,12,24,21,117,26,,42,164,206,298659,5626062,86068,,721459,6010791,6732251
2023-12-24,Bosporus Strait,chokepoint3,2023,12,24,5,31,49,,19,85,104,39303,987138,96377,,152246,1122818,1275064
2023-12-24,Cape of Good Hope,chokepoint7,2023,12,24,7,26,3,5,10,41,51,532388,1635063,23004,17820,499033,2208276,2707309
2023-12-24,Dover Strait,chokepoint9,2023,12,24,25,30,43,9,65,107,172,412824,1278087,171480,28943,1662696,1891335,3554032
2023-12-24,Gibraltar Strait,chokepoint8,2023,12,24,31,22,20,6,42,79,121,974096,1137132,77621,15924,1247878,2204774,3452653
2023-12-24,Kerch Strait,chokepoint28,2023,12,24,,,1,,,1,1,,,2273,,,2273,2273
2023-12-24,Korea Strait,chokepoint12,2023,12,24,73,41,85,7,67,206,273,969996,1122000,175522,5007,1030635,2272527,3303163
2023-12-24,Lombok Strait,chokepoint15,2023,12,24,,29,2,1,11,32,43,,2842552,,,328829,2842552,3171381
2023-12-24,Luzon Strait,chokepoint14,2023,12,24,3,59,2,1,18,65,83,41603,4922125,14669,2255,1064401,4980653,6045055
2023-12-24,Magellan Strait,chokepoint21,2023,12,24,1,3,,,1,4,5,34124,93678,,,,127802,127802
2023-12-24,Makassar Strait,chokepoint20,2023,12,24,3,49,5,1,8,58,66,46103,3227466,13365,,224252,3286935,3511187
2023-12-24,Malacca Strait,chokepoint5,2023,12,24,61,64,18,5,78,148,226,2403624,3323622,91363,29313,4777466,5847923,10625390
2023-12-24,Mindoro Strait,chokepoint27,2023,12,24,2,35,2,,8,39,47,23977,2478049,6502,,30579,2508529,2539108
2023-12-24,Mona Passage,chokepoint24,2023,12,24,4,,2,,1,6,7,190836,,,,38061,190836,228897
2023-12-24,Ombai Strait,chokepoint16,2023,12,24,1,2,3,,5,6,11,26129,96301,11799,,14065,134230,148295
2023-12-24,Oresund Strait,chokepoint10,2023,12,24,7,4,20,4,12,35,47,13268,30216,32420,,21781,75905,97687
2023-12-24,Panama Canal,chokepoint2,2023,12,24,8,1,,1,13,10,23,234236,20668,,12231,303682,267136,570819
2023-12-24,Strait of Hormuz,chokepoint6,2023,12,24,11,11,5,1,39,28,67,411683,328889,22710,,1826548,763283,2589832
2023-12-24,Suez Canal,chokepoint1,2023,12,24,8,23,9,1,19,41,60,229114,1084615,61112,11250,1138151,1386093,2524244
2023-12-24,Sunda Strait,chokepoint19,2023,12,24,4,12,4,,13,20,33,90818,507105,14656,,648487,612580,1261067
2023-12-24,Taiwan Strait,chokepoint11,2023,12,24,81,47,23,6,47,157,204,2004054,1994789,151075,10090,467942,4160010,4627952
2023-12-24,Torres Strait,chokepoint18,2023,12,24,2,5,2,,1,9,10,44304,172811,574,,2951,217690,220641
2023-12-24,Tsugaru Strait,chokepoint13,2023,12,24,9,13,13,1,23,36,59,439812,449957,7959,,177658,897729,1075388
2023-12-24,Windward Passage,chokepoint23,2023,12,24,5,,,2,2,7,9,55381,,,4261,84945,59643,144589
2023-12-24,Yucatan Channel,chokepoint22,2023,12,24,10,8,4,,30,22,52,134333,361119,27185,,959855,522638,1482493
2023-12-25,Bab el-Mandeb Strait,chokepoint4,2023,12,25,3,26,5,4,22,38,60,27074,1507856,17270,11242,959714,1563444,2523159
2023-12-25,Balabac Strait,chokepoint25,2023,12,25,,6,3,,4,9,13,,138260,10770,,51047,149030,200077
2023-12-25,Bering Strait,chokepoint26,2023,12,25,,,,,,,,,,,,,,
2023-12-25,Bohai Strait,chokepoint17,2023,12,25,25,112,19,3,43,159,202,506035,4368695,35617,5145,710515,4915494,5626009
2023-12-25,Bosporus Strait,chokepoint3,2023,12,25,8,26,45,1,23,80,103,52397,288613,106857,970,398654,448838,847493
2023-12-25,Cape of Good Hope,chokepoint7,2023,12,25,11,29,1,2,7,43,50,442898,1706494,21716,4215,287701,2175324,2463025
2023-12-25,Dover Strait,chokepoint9,2023,12,25,23,26,44,6,64,99,163,647086,914038,139885,14408,1862536,1715418,3577955
2023-12-25,Gibraltar Strait,chokepoint8,2023,12,25,32,20,18,7,45,77,122,1111894,1171026,103142,9900,954170,2395965,3350135
2023-12-25,Kerch Strait,chokepoint28,2023,12,25,,,,,,,,,,,,,,
2023-12-25,Korea Strait,chokepoint12,2023,12,25,54,51,53,5,69,163,232,769934,1454345,132847,2858,953820,2359985,3313805
2023-12-25,Lombok Strait,chokepoint15,2023,12,25,,29,,,9,29,38,,2682630,,,235789,2682630,2918420
2023-12-25,Luzon Strait,chokepoint14,2023,12,25,5,31,4,,20,40,60,181102,2091194,16487,,1757884,2288784,4046668
2023-12-25,Magellan Strait,chokepoint21,2023,12,25,,2,,,1,2,3,,112557,,,23763,112557,136321
2023-12-25,Makassar Strait,chokepoint20,2023,12,25,,46,1,,10,47,57,,3022638,,,196140,3022638,3218778
2023-12-25,Malacca Strait,chokepoint5,2023,12,25,44,62,6,3,71,115,186,922714,3688150,35118,9804,3019970,4655787,7675757
2023-12-25,Mindoro Strait,chokepoint27,2023,12,25,1,46,5,,4,52,56,11213,2250093,35997,,44996,2297304,2342301
2023-12-25,Mona Passage,chokepoint24,2023,12,25,4,3,3,2,2,12,14,56863,88121,43151,2898,41561,191035,232597
2023-12-25,Ombai Strait,chokepoint16,2023,12,25,2,2,1,,5,5,10,3777,97766,6029,,98194,107573,205767
2023-12-25,Oresund Strait,chokepoint10,2023,12,25,1,3,21,3,15,28,43,4218,,42141,2863,22768,49223,71992
2023-12-25,Panama Canal,chokepoint2,2023,12,25,10,2,1,2,8,15,23,285638,35996,5691,6125,320242,333452,653694
2023-12-25,Strait of Hormuz,chokepoint6,2023,12,25,9,13,9,2,51,33,84,236664,593413,33023,3339,2643843,866441,3510284
2023-12-25,Suez Canal,chokepoint1,2023,12,25,11,13,4,7,23,35,58,368095,529824,18010,9133,1308527,925064,2233592
2023-12-25,Sunda Strait,chokepoint19,2023,12,25,7,12,7,2,11,28,39,164638,917051,48489,2059,57542,1132239,1189782
2023-12-25,Taiwan Strait,chokepoint11,2023,12,25,89,74,29,6,53,198,251,1774579,3477538,109041,7712,765876,5368872,6134749
2023-12-25,Torres Strait,chokepoint18,2023,12,25,2,5,2,,3,9,12,32668,231784,37072,,116196,301526,417723
2023-12-25,Tsugaru Strait,chokepoint13,2023,12,25,6,13,6,3,12,28,40,148456,377923,10424,15045,144546,551849,696396
2023-12-25,Windward Passage,chokepoint23,2023,12,25,7,,4,1,3,12,15,74437,,3918,4532,30975,82889,113864
2023-12-25,Yucatan Channel,chokepoint22,2023,12,25,11,4,3,1,27,19,46,193319,109312,8994,3035,720538,314662,1035200
2023-12-26,Bab el-Mandeb Strait,chokepoint4,2023,12,26,4,21,,4,28,29,57,52560,954019,,15295,1077474,1021875,2099350
2023-12-26,Balabac Strait,chokepoint25,2023,12,26,2,1,1,,2,4,6,20956,31346,1242,,8253,53546,61799
2023-12-26,Bering Strait,chokepoint26,2023,12,26,,,,,,,,,,,,,,
2023-12-26,Bohai Strait,chokepoint17,2023,12,26,22,108,19,3,36,152,188,297071,4916472,59912,4285,710335,5277741,5988077
2023-12-26,Bosporus Strait,chokepoint3,2023,12,26,8,22,33,,23,63,86,74109,775622,69720,,116517,919452,1035970
2023-12-26,Cape of Good Hope,chokepoint7,2023,12,26,16,29,1,1,7,47,54,1132655,1210817,,4464,227628,2347937,2575565
2023-12-26,Dover Strait,chokepoint9,2023,12,26,27,24,52,9,68,112,180,779297,1049556,153417,11707,1445377,1993980,3439357
2023-12-26,Gibraltar Strait,chokepoint8,2023,12,26,33,40,15,3,60,91,151,1179783,1969814,54007,4096,1589296,3207702,4796999
2023-12-26,Kerch Strait,chokepoint28,2023,12,26,,,,,,,,,,,,,,
2023-12-26,Korea Strait,chokepoint12,2023,12,26,60,38,73,17,69,188,257,911918,803180,137880,22253,800175,1875234,2675409
2023-12-26,Lombok Strait,chokepoint15,2023,12,26,,26,2,1,6,29,35,,2335906,,,19733,2335906,2355640
2023-12-26,Luzon Strait,chokepoint14,2023,12,26,15,43,17,2,31,77,108,168276,3606813,99175,9526,1594586,3883790,5478377
2023-12-26,Magellan Strait,chokepoint21,2023,12,26,1,6,1,,2,8,10,26882,118059,,,16158,144942,161100
2023-12-26,Makassar Strait,chokepoint20,2023,12,26,4,40,6,,7,50,57,43513,3073863,7318,,13755,3124694,3138449
2023-12-26,Malacca Strait,chokepoint5,2023,12,26,54,45,13,6,87,118,205,1292458,2428598,90651,21345,5067122,3833053,8900176
2023-12-26,Mindoro Strait,chokepoint27,2023,12,26,3,31,4,1,4,39,43,26215,1442633,14465,,93949,1483314,1577263
2023-12-26,Mona Passage,chokepoint24,2023,12,26,3,,1,1,2,5,7,45890,,27072,,66438,72963,139401
2023-12-26,Ombai Strait,chokepoint16,2023,12,26,4,4,3,,5,11,16,69724,375613,7115,,65579,452452,518032
2023-12-26,Oresund Strait,chokepoint10,2023,12,26,4,7,16,1,11,28,39,11636,,28186,,24155,39822,63978
2023-12-26,Panama Canal,chokepoint2,2023,12,26,6,1,,2,6,9,15,148779,29719,,13933,169879,192432,362311
2023-12-26,Strait of Hormuz,chokepoint6,2023,12,26,5,6,1,1,37,13,50,205553,138922,11380,4758,2434930,360614,2795545
2023-12-26,Suez Canal,chokepoint1,2023,12,26,7,24,4,2,21,37,58,198063,1700297,10975,,992460,1909336,2901797
2023-12-26,Sunda Strait,chokepoint19,2023,12,26,2,16,5,1,15,24,39,30736,1280110,7198,,198512,1318045,1516557
2023-12-26,Taiwan Strait,chokepoint11,2023,12,26,76,70,33,5,57,184,241,1390992,2889907,225552,11846,747169,4518300,5265469
2023-12-26,Torres Strait,chokepoint18,2023,12,26,1,8,1,,1,10,11,24369,207694,890,,36505,232954,269460
2023-12-26,Tsugaru Strait,chokepoint13,2023,12,26,6,15,1,2,9,24,33,400691,617474,4250,2900,44896,1025317,1070213
2023-12-26,Windward Passage,chokepoint23,2023,12,26,10,,5,,3,15,18,125298,,9126,,33808,134424,168233
2023-12-26,Yucatan Channel,chokepoint22,2023,12,26,9,10,2,,32,21,53,152920,256955,22181,,1132617,432057,1564674
2023-12-27,Bab el-Mandeb Strait,chokepoint4,2023,12,27,2,17,5,,21,24,45,19987,1047838,31687,,811723,1099513,1911236
2023-12-27,Balabac Strait,chokepoint25,2023,12,27,2,4,,,4,6,10,5760,192442,,,86961,198202,285164
2023-12-27,Bering Strait,chokepoint26,2023,12,27,,,,,,,,,,,,,,
2023-12-27,Bohai Strait,chokepoint17,2023,12,27,22,119,27,3,43,171,214,420283,6104876,111275,3566,540848,6640001,7180850
2023-12-27,Bosporus Strait,chokepoint3,2023,12,27,6,18,44,,25,68,93,51932,376116,114889,,145135,542937,688072
2023-12-27,Cape of Good Hope,chokepoint7,2023,12,27,17,22,2,2,11,43,54,760001,1698180,15569,7307,211750,2481059,2692809
2023-12-27,Dover Strait,chokepoint9,2023,12,27,21,25,23,10,75,79,154,486797,971714,50075,19105,2136865,1527693,3664558
2023-12-27,Gibraltar Strait,chokepoint8,2023,12,27,30,34,28,7,46,99,145,936402,1450798,119000,11120,1412390,2517323,3929713
2023-12-27,Kerch Strait,chokepoint28,2023,12,27,,1,1,,,2,2,,,1111,,,1111,1111
2023-12-27,Korea Strait,chokepoint12,2023,12,27,48,43,75,13,49,179,228,577742,746878,175348,17210,419601,1517180,1936782
2023-12-27,Lombok Strait,chokepoint15,2023,12,27,,30,1,,14,31,45,,2435659,698,,294999,2436358,2731357
2023-12-27,Luzon Strait,chokepoint14,2023,12,27,12,39,16,,44,67,111,221018,2746694,109984,,2280041,3077697,5357739
2023-12-27,Magellan Strait,chokepoint21,2023,12,27,,2,2,,5,4,9,,92168,8274,,100964,100442,201407
2023-12-27,Makassar Strait,chokepoint20,2023,12,27,3,53,2,,9,58,67,7158,3826856,1274,,121284,3835289,3956573
2023-12-27,Malacca Strait,chokepoint5,2023,12,27,56,57,19,8,88,140,228,2159431,3962564,111794,12276,4342897,6246068,10588966
2023-12-27,Mindoro Strait,chokepoint27,2023,12,27,2,29,5,,2,36,38,32902,2295580,25195,,75896,2353678,2429574
2023-12-27,Mona Passage,chokepoint24,2023,12,27,,3,,1,3,4,7,,147559,,,48526,147559,196086
2023-12-27,Ombai Strait,chokepoint16,2023,12,27,,6,2,,4,8,12,,174085,18993,,5488,193078,198567
2023-12-27,Oresund Strait,chokepoint10,2023,12,27,5,4,11,1,10,21,31,4570,,10993,2034,7083,17597,24681
2023-12-27,Panama Canal,chokepoint2,2023,12,27,4,2,2,2,9,10,19,166663,50588,10524,5881,330894,233658,564552
2023-12-27,Strait of Hormuz,chokepoint6,2023,12,27,15,11,2,1,42,29,71,386875,562974,6185,,1170022,956036,2126058
2023-12-27,Suez Canal,chokepoint1,2023,12,27,7,26,6,1,14,40,54,278515,1286325,32178,4906,655068,1601926,2256994
2023-12-27,Sunda Strait,chokepoint19,2023,12,27,5,11,5,,15,21,36,77675,679673,43525,,472399,800875,1273274
2023-12-27,Taiwan Strait,chokepoint11,2023,12,27,88,75,35,6,54,204,258,1869321,3134003,169067,15995,1040535,5188388,6228923
2023-12-27,Torres Strait,chokepoint18,2023,12,27,,3,,1,2,4,6,,64201,,824,20800,65025,85826
2023-12-27,Tsugaru Strait,chokepoint13,2023,12,27,10,10,1,1,10,22,32,438522,307967,584,,58914,747074,805988
2023-12-27,Windward Passage,chokepoint23,2023,12,27,6,1,,4,1,11,12,88676,22279,,20556,81720,131512,213232
2023-12-27,Yucatan Channel,chokepoint22,2023,12,27,6,8,2,1,26,17,43,37209,252153,9079,5586,654618,304028,958646
2023-12-28,Bab el-Mandeb Strait,chokepoint4,2023,12,28,4,20,4,,17,28,45,80985,1102210,63515,,481691,1246711,1728403
2023-12-28,Balabac Strait,chokepoint25,2023,12,28,,10,2,,1,12,13,,431660,4441,,,436101,436101
2023-12-28,Bering Strait,chokepoint26,2023,12,28,,,,,,,,,,,,,,
2023-12-28,Bohai Strait,chokepoint17,2023,12,28,25,110,32,,41,167,208,444155,5809127,119687,,781741,6372971,7154712
2023-12-28,Bosporus Strait,chokepoint3,2023,12,28,5,25,48,2,17,80,97,64374,601766,135059,970,243122,802171,1045294
2023-12-28,Cape of Good Hope,chokepoint7,2023,12,28,22,27,3,3,3,55,58,1463467,2293330,4799,10651,362814,3772248,4135062
2023-12-28,Dover Strait,chokepoint9,2023,12,28,26,24,22,6,49,78,127,611798,616758,96995,18916,1095899,1344468,2440367
2023-12-28,Gibraltar Strait,chokepoint8,2023,12,28,31,35,19,9,56,94,150,796315,1274779,60352,28956,1839525,2160404,3999929
2023-12-28,Kerch Strait,chokepoint28,2023,12,28,,1,1,,1,2,3,,69059,1586,,6271,70645,76916
2023-12-28,Korea Strait,chokepoint12,2023,12,28,61,44,64,9,64,178,242,1068877,1347506,175565,19090,1156308,2611040,3767348
2023-12-28,Lombok Strait,chokepoint15,2023,12,28,,26,3,,6,29,35,,2898471,5225,,104953,2903696,3008649
2023-12-28,Luzon Strait,chokepoint14,2023,12,28,8,42,5,3,33,58,91,252252,2614736,40716,9152,1775488,2916858,4692346
2023-12-28,Magellan Strait,chokepoint21,2023,12,28,,5,,,1,5,6,,91671,,,18463,91671,110134
2023-12-28,Makassar Strait,chokepoint20,2023,12,28,1,56,3,1,6,61,67,,2869478,11090,,15748,2880568,2896316
2023-12-28,Malacca Strait,chokepoint5,2023,12,28,52,55,16,6,84,129,213,1619212,3856327,57678,15640,3147912,5548858,8696771
2023-12-28,Mindoro Strait,chokepoint27,2023,12,28,2,37,3,,2,42,44,24826,2019004,18941,,85501,2062771,2148273
2023-12-28,Mona Passage,chokepoint24,2023,12,28,6,2,1,,1,9,10,132231,73007,7803,,37441,213043,250484
2023-12-28,Ombai Strait,chokepoint16,2023,12,28,,3,1,1,3,5,8,,281869,840,4340,2951,287050,290001
2023-12-28,Oresund Strait,chokepoint10,2023,12,28,4,3,11,1,15,19,34,5023,4038,10842,,7970,19904,27875
2023-12-28,Panama Canal,chokepoint2,2023,12,28,5,4,1,4,13,14,27,187254,98045,848,22526,309199,308673,617872
2023-12-28,Strait of Hormuz,chokepoint6,2023,12,28,18,12,4,2,59,36,95,446593,496873,45001,,3076405,988468,4064874
2023-12-28,Suez Canal,chokepoint1,2023,12,28,12,27,6,3,23,48,71,547260,1078145,13343,,1027635,1638749,2666384
2023-12-28,Sunda Strait,chokepoint19,2023,12,28,4,14,5,,13,23,36,18799,865268,31124,,154609,915191,1069800
2023-12-28,Taiwan Strait,chokepoint11,2023,12,28,107,66,39,6,56,218,274,2465956,3277670,185040,17059,746441,5945726,6692168
2023-12-28,Torres Strait,chokepoint18,2023,12,28,2,2,1,,4,5,9,63522,47794,,,100345,111317,211663
2023-12-28,Tsugaru Strait,chokepoint13,2023,12,28,10,15,11,,16,36,52,376422,383619,18162,,26007,778205,804212
2023-12-28,Windward Passage,chokepoint23,2023,12,28,5,2,2,3,3,12,15,82129,52768,18066,5860,183844,158824,342668
2023-12-28,Yucatan Channel,chokepoint22,2023,12,28,7,4,3,,18,14,32,48664,169023,28498,,282169,246185,528355
2023-12-29,Bab el-Mandeb Strait,chokepoint4,2023,12,29,6,28,5,4,25,43,68,63256,1277260,6674,,1644237,1347191,2991429
2023-12-29,Balabac Strait,chokepoint25,2023,12,29,2,4,,,7,6,13,15304,302995,,,186429,318299,504729
2023-12-29,Bering Strait,chokepoint26,2023,12,29,,,,,,,,,,,,,,
2023-12-29,Bohai Strait,chokepoint17,2023,12,29,29,100,26,2,45,157,202,466471,5027804,123748,5042,1262113,5623067,6885180
2023-12-29,Bosporus Strait,chokepoint3,2023,12,29,12,16,39,,25,67,92,68603,552420,61774,,163656,682797,846454
2023-12-29,Cape of Good Hope,chokepoint7,2023,12,29,23,31,6,1,15,61,76,1614761,2014573,75922,6942,1678397,3712199,5390597
2023-12-29,Dover Strait,chokepoint9,2023,12,29,10,13,47,5,53,75,128,394418,466499,104241,3224,1457819,968384,2426203
2023-12-29,Gibraltar Strait,chokepoint8,2023,12,29,31,36,20,6,56,93,149,915576,1693654,100105,16221,1358457,2725557,4084015
2023-12-29,Kerch Strait,chokepoint28,2023,12,29,,,2,,1,2,3,,,1399,,7125,1399,8525
2023-12-29,Korea Strait,chokepoint12,2023,12,29,48,37,51,13,62,149,211,841428,1538947,97814,20900,535324,2499090,3034415
2023-12-29,Lombok Strait,chokepoint15,2023,12,29,,35,3,,8,38,46,,3161422,18601,,177055,3180024,3357080
2023-12-29,Luzon Strait,chokepoint14,2023,12,29,6,43,5,1,33,55,88,110831,3614613,28593,2232,1397942,3756270,5154213
2023-12-29,Magellan Strait,chokepoint21,2023,12,29,,3,1,,3,4,7,,99485,4118,,80665,103603,184268
2023-12-29,Makassar Strait,chokepoint20,2023,12,29,2,50,3,,6,55,61,46278,3507580,5991,,91373,3559850,3651224
2023-12-29,Malacca Strait,chokepoint5,2023,12,29,49,58,16,9,76,132,208,1517145,2860324,118906,31092,1937158,4527468,6464626
2023-12-29,Mindoro Strait,chokepoint27,2023,12,29,4,33,4,,8,41,49,32813,2587053,20377,,197396,2640244,2837641
2023-12-29,Mona Passage,chokepoint24,2023,12,29,2,2,2,,2,6,8,112744,91081,4166,,18505,207993,226498
2023-12-29,Ombai Strait,chokepoint16,2023,12,29,,6,1,,4,7,11,,647253,6029,,38249,653283,691533
2023-12-29,Oresund Strait,chokepoint10,2023,12,29,4,3,15,2,15,24,39,11195,,24208,1531,45678,36935,82614
2023-12-29,Panama Canal,chokepoint2,2023,12,29,5,1,5,3,9,14,23,225809,42415,20604,6582,151011,295410,446421
2023-12-29,Strait of Hormuz,chokepoint6,2023,12,29,8,9,4,1,33,22,55,301591,203623,39997,,1649184,545212,2194397
2023-12-29,Suez Canal,chokepoint1,2023,12,29,13,18,7,1,22,39,61,318939,749766,76863,,1199314,1145569,2344884
2023-12-29,Sunda Strait,chokepoint19,2023,12,29,1,14,4,,12,19,31,26545,742375,35994,,641633,804915,1446549
2023-12-29,Taiwan Strait,chokepoint11,2023,12,29,72,57,25,8,53,162,215,1610691,2878178,133580,16369,520367,4638819,5159187
2023-12-29,Torres Strait,chokepoint18,2023,12,29,,6,1,,,7,7,,188286,1123,,,189410,189410
2023-12-29,Tsugaru Strait,chokepoint13,2023,12,29,4,13,6,,17,23,40,111301,615278,12315,,75613,738895,814509
2023-12-29,Windward Passage,chokepoint23,2023,12,29,7,,1,,1,8,9,157272,,673,,58631,157945,216577
2023-12-29,Yucatan Channel,chokepoint22,2023,12,29,13,8,3,1,20,25,45,82371,111705,15245,,701218,209322,910541
2023-12-30,Bab el-Mandeb Strait,chokepoint4,2023,12,30,5,14,4,,21,23,44,57991,474010,14475,,819501,546478,1365979
2023-12-30,Balabac Strait,chokepoint25,2023,12,30,1,6,3,,1,10,11,7328,430283,7690,,7948,445302,453251
2023-12-30,Bering Strait,chokepoint26,2023,12,30,,,,,,,,,,,,,,
2023-12-30,Bohai Strait,chokepoint17,2023,12,30,25,69,18,,23,112,135,504761,3657241,46418,,500694,4208421,4709115
2023-12-30,Bosporus Strait,chokepoint3,2023,12,30,7,21,60,1,18,89,107,45255,670388,158737,,171526,874380,1045907
2023-12-30,Cape of Good Hope,chokepoint7,2023,12,30,19,28,4,,14,51,65,1379579,2155633,38861,,1974209,3574073,5548282
2023-12-30,Dover Strait,chokepoint9,2023,12,30,38,16,39,14,76,107,183,1121396,887058,92822,22783,1820473,2124060,3944534
2023-12-30,Gibraltar Strait,chokepoint8,2023,12,30,27,35,25,3,53,90,143,819376,1578657,96687,7212,1963729,2501933,4465662
2023-12-30,Kerch Strait,chokepoint28,2023,12,30,,,,,2,,2,,,,,4904,,4904
2023-12-30,Korea Strait,chokepoint12,2023,12,30,44,44,59,9,56,156,212,393516,1829732,184546,24345,833947,2432141,3266088
2023-12-30,Lombok Strait,chokepoint15,2023,12,30,1,31,2,,3,34,37,2438,2270333,,,35234,2272772,2308006
