date,tonnes,vessels,company,source_url,publisher,source_quote,method,import_volume_t,avg_cif_usd_t,granularity
2023-09-01,6768580.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202309,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6768580 tonnes, CIF $437557999",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6768580.0,64.65,monthly_bilateral_mirror
2023-10-01,7047840.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202310,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7047840 tonnes, CIF $462049546",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7047840.0,65.56,monthly_bilateral_mirror
2023-11-01,7967110.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202311,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7967110 tonnes, CIF $523497924",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7967110.0,65.71,monthly_bilateral_mirror
2023-12-01,8188600.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202312,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 8188600 tonnes, CIF $539970911",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),8188600.0,65.94,monthly_bilateral_mirror
2023-12-31,127000000.0,,National Total,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Guinea Bauxite Export Growth View data table Data table for Chart Year Export Rate 2015 18 2016 20.9 2017 43 2018 54.15 2019 64.45 2020 82.4 2021 85.66 2022 103 2023 127 2024 145 2025 183,Ministry-reported (Direct Republisher),127000000.0,,annual_national
2024-01-01,9229100.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202401,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 9229100 tonnes, CIF $612863015",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),9229100.0,66.41,monthly_bilateral_mirror
2024-02-01,8854250.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202402,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 8854250 tonnes, CIF $580418510",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),8854250.0,65.55,monthly_bilateral_mirror
2024-03-01,8799260.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202403,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 8799260 tonnes, CIF $592578972",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),8799260.0,67.34,monthly_bilateral_mirror
2024-04-01,10482700.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202404,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 10482700 tonnes, CIF $718505454",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),10482700.0,68.54,monthly_bilateral_mirror
2024-05-01,9401750.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202405,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 9401750 tonnes, CIF $644155727",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),9401750.0,68.51,monthly_bilateral_mirror
2024-06-01,9473850.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202406,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 9473850 tonnes, CIF $645782102",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),9473850.0,68.16,monthly_bilateral_mirror
2024-07-01,10439600.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202407,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 10439600 tonnes, CIF $714965262",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),10439600.0,68.49,monthly_bilateral_mirror
2024-08-01,10935000.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202408,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 10935000 tonnes, CIF $750330892",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),10935000.0,68.62,monthly_bilateral_mirror
2024-09-01,6631190.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202409,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 6631190 tonnes, CIF $467142635",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),6631190.0,70.45,monthly_bilateral_mirror
2024-10-01,7551230.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202410,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7551230 tonnes, CIF $533193173",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7551230.0,70.61,monthly_bilateral_mirror
2024-11-01,7951650.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202411,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 7951650 tonnes, CIF $570335951",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),7951650.0,71.73,monthly_bilateral_mirror
2024-12-01,10341900.0,,National Total (China Bilateral Mirror),https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=324&cmdCode=260600&flowCode=M&period=202412,UN Comtrade (General Administration of Customs China),"UN Comtrade Reporter 156 Partner 324 HS 260600 monthly import: 10341900 tonnes, CIF $759128034",Bilateral Mirror (UN Comtrade China import of Guinea bauxite HS 260600),10341900.0,73.4,monthly_bilateral_mirror
2024-12-31,145000000.0,,National Total,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Guinea Bauxite Export Growth View data table Data table for Chart Year Export Rate 2015 18 2016 20.9 2017 43 2018 54.15 2019 64.45 2020 82.4 2021 85.66 2022 103 2023 127 2024 145 2025 183,Ministry-reported (Direct Republisher),145000000.0,,annual_national
2025-03-01,12999000.0,,Bilateral Mirror (China Imports from Guinea),https://news.metal.com/newscontent/103290053-Monthly-Import-Data-of-Bauxite-in-China-for-March-2025-Including-Country-Rankings,Shanghai Metals Market (SMM) / GACC,"According to the General Administration of Customs of China, China imported 16.47 million mt of bauxite in March 2025... By country, imports from Guinea were 12.999 million mt, up 21.16% MoM and 47.73% YoY",SMM report of GACC data,12999000.0,,monthly_bilateral_mirror
2025-06-01,13324000.0,,Bilateral Mirror (China Imports from Guinea),https://news.metal.com/newscontent/103440453-the-impact-of-guineas-rainy-season-gradually-manifests-with-chinas-imports-of-bauxite-expected-to-decline-in-august,Shanghai Metals Market (SMM) / GACC,"According to the General Administration of Customs of China... In June, China imported 13.324 million mt of bauxite from Guinea, up 0.76% MoM and 40.64% YoY. From January to June 2025, cumulative imports from Guinea reached 79.67 million mt",SMM report of GACC data,13324000.0,,monthly_bilateral_mirror
2025-06-30,99800000.0,,National Total (H1 2025),https://www.miningweekly.com/article/guinea-first-half-bauxite-exports-hit-record-high-on-chinese-demand-2026-07-23,Reuters / Mining Weekly,"Guinea, the world's largest bauxite exporter, shipped 114.8-million metric tons of the material between January and June, up from 99.8-million tons a year earlier, according to mines ministry data seen by Reuters",Official Guinea Ministry of Mines release reported by Reuters,99800000.0,,quarterly_national
2025-06-30,51200000.0,,National Total (Q2 2025),https://www.miningweekly.com/article/guinea-first-half-bauxite-exports-hit-record-high-on-chinese-demand-2026-07-23,Reuters / Mining Weekly,Second-quarter exports rose 5.3% year-on-year to 53.9-million tons from 51.2-million tons in the same period of 2025.,Official Guinea Ministry of Mines release reported by Reuters,51200000.0,,quarterly_national
2025-12-31,17000000.0,,AGB2A/SDM,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),17000000.0,,annual_company
2025-12-31,17400000.0,,CBG,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),17400000.0,,annual_company
2025-12-31,3100000.0,,CBK,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),3100000.0,,annual_company
2025-12-31,22100000.0,,Chalco,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),22100000.0,,annual_company
2025-12-31,16000000.0,,GAC,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),16000000.0,,annual_company
2025-12-31,37400000.0,,Other,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),37400000.0,,annual_company
2025-12-31,70000000.0,,SMB,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Bauxite Export per Company (2025) View data table Data table for Chart Category Export Rate per Company CBG 17.4 Chalco 22.1 SMB 70 AGB2A/SDM 17 GAC 16 CBK 3.1 Other 37.4,Ministry-reported (Direct Republisher),70000000.0,,annual_company
2025-12-31,72.1,,China,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,"Top Export Destinations View data table Data table for Chart Label Value Slice 1 China, 72.1 Slice 2 Singapore, 10.3 Slice 3 UAE, 6.8 Slice 4 Malaysia, 4.1 Slice 5 Others, 6.7",Ministry-reported (Direct Republisher),72.1,,annual_destination_share
2025-12-31,4.1,,Malaysia,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,"Top Export Destinations View data table Data table for Chart Label Value Slice 1 China, 72.1 Slice 2 Singapore, 10.3 Slice 3 UAE, 6.8 Slice 4 Malaysia, 4.1 Slice 5 Others, 6.7",Ministry-reported (Direct Republisher),4.1,,annual_destination_share
2025-12-31,6.7,,Others,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,"Top Export Destinations View data table Data table for Chart Label Value Slice 1 China, 72.1 Slice 2 Singapore, 10.3 Slice 3 UAE, 6.8 Slice 4 Malaysia, 4.1 Slice 5 Others, 6.7",Ministry-reported (Direct Republisher),6.7,,annual_destination_share
2025-12-31,10.3,,Singapore,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,"Top Export Destinations View data table Data table for Chart Label Value Slice 1 China, 72.1 Slice 2 Singapore, 10.3 Slice 3 UAE, 6.8 Slice 4 Malaysia, 4.1 Slice 5 Others, 6.7",Ministry-reported (Direct Republisher),10.3,,annual_destination_share
2025-12-31,6.8,,UAE,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,"Top Export Destinations View data table Data table for Chart Label Value Slice 1 China, 72.1 Slice 2 Singapore, 10.3 Slice 3 UAE, 6.8 Slice 4 Malaysia, 4.1 Slice 5 Others, 6.7",Ministry-reported (Direct Republisher),6.8,,annual_destination_share
2025-12-31,183000000.0,,National Total,https://www.guineamininginsights.com/data-hub,Guinea Mining Insights Data Hub / Ministry of Mines and Geology,Guinea Bauxite Export Growth View data table Data table for Chart Year Export Rate 2015 18 2016 20.9 2017 43 2018 54.15 2019 64.45 2020 82.4 2021 85.66 2022 103 2023 127 2024 145 2025 183,Ministry-reported (Direct Republisher),183000000.0,,annual_national
2025-12-31,182800000.0,,National Total (FY 2025),https://www.miningweekly.com/article/guineas-bauxite-exports-jump-25-to-183-million-tons-in-2025-on-chinese-demand-2026-01-26,Reuters / Mining Weekly,"Guinea's bauxite exports rose 25% in 2025 to 182.8-million metric tons, official data seen by Reuters showed, cementing its dominance in aluminium ore supply.",Official Guinea Ministry of Mines release reported by Reuters,182800000.0,,annual_national
2025-12-31,84000000.0,,National Total (H2 2025),https://www.miningweekly.com/article/guineas-bauxite-exports-jump-25-to-183-million-tons-in-2025-on-chinese-demand-2026-01-26,Reuters / Mining Weekly,"Exports slowed in the second half, but rose 16% to 84-million tons.",Official Guinea Ministry of Mines release reported by Reuters,84000000.0,,quarterly_national
2026-01-01,790000.0,,Alliance Mining Commodities,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,Alliance Mining Commodities with 0.79 million tonnes,Ministry-reported (Direct Republisher),790000.0,,company_monthly
2026-01-01,630000.0,,Bauxite Alliance Mining,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,Bauxite Alliance Mining at 0.63 million tonnes,Ministry-reported (Direct Republisher),630000.0,,company_monthly
2026-01-01,2640000.0,14.0,Chalco,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,"Chinese operator Aluminum Corporation of China (Chalco) ranked second with 2.64 million tonnes exported on 14 vessels, reflecting sustained throughput from its mining operations and port facilities.",Ministry-reported (Direct Republisher),2640000.0,,company_monthly
2026-01-01,940000.0,,China Dianjian Mining,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,matching the 0.94 million tonnes shipped by China Dianjian Mining during the same period.,Ministry-reported (Direct Republisher),940000.0,,company_monthly
2026-01-01,820000.0,,Compagnie des Bauxites de Dabola-Tougué,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,Compagnie des Bauxites de Dabola-Tougué with 0.82 million tonnes,Ministry-reported (Direct Republisher),820000.0,,company_monthly
2026-01-01,1640000.0,28.0,Compagnie des Bauxites de Guinée (CBG),https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,"Compagnie des Bauxites de Guinée, historically one of the country’s flagship bauxite producers, shipped 1.64 million tonnes on 28 vessels, maintaining a solid presence in the seaborne market.",Ministry-reported (Direct Republisher),1640000.0,,company_monthly
2026-01-01,46764.0,2.0,Friguia Refinery (RUSAL) - Alumina,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,"Friguia refinery operated by United Company RUSAL reporting 46,764 tonnes shipped aboard two vessels.",Ministry-reported (Direct Republisher),46764.0,,company_monthly
2026-01-01,580000.0,,Kimbo Bauxite Mining,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,Kimbo Bauxite Mining with 0.58 million tonnes exported.,Ministry-reported (Direct Republisher),580000.0,,company_monthly
2026-01-01,6570000.0,32.0,Société Minière de Boké (SMB),https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,"Société Minière de Boké (SMB), which shipped 6.57 million tonnes of bauxite during the month across 32 vessels, accounting for roughly one-third of Guinea’s total shipments.",Ministry-reported (Direct Republisher),6570000.0,,company_monthly
2026-01-01,20260000.0,79.0,Total Bauxite (National Total),https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,"Guinea’s bauxite sector started 2026 with strong export activity, shipping 20.26 million tonnes of bauxite in January alongside 46,764 tonnes of alumina, according to the latest data released by the Guinea Ministry of Mines and Geology.",Ministry-reported (Direct Republisher),20260000.0,,company_monthly
2026-01-01,940000.0,5.0,Zhicheng Guinee Mining,https://www.guineamininginsights.com/news-insights-82,Guinea Mining Insights / Republic of Guinea Ministry of Mines & Geology,"Zhicheng Guinee Mining, operating in partnership with GBT logistics infrastructure, exported 0.94 million tonnes across five vessels, matching the 0.94 million tonnes shipped by China Dianjian Mining during the same period.",Ministry-reported (Direct Republisher),940000.0,,company_monthly
2026-04-01,16423000.0,,Bilateral Mirror (China Imports from Guinea),https://news.metal.com/en/newscontent/103918478-chinas-bauxite-imports-exports-guinean-miners-cut-shipments-to-china-in-may-amid-losses,Shanghai Metals Market (SMM) / GACC,"In April 2026, domestic imports of Guinean bauxite totaled 16.423 million mt, down 9.4% MoM and 1.9% YoY. From January to April 2026, domestic cumulative imports of Guinean bauxite reached 62.964 million mt, up 18.5% YoY",SMM report of GACC data,16423000.0,,monthly_bilateral_mirror
2026-06-30,114800000.0,,National Total (H1 2026),https://www.miningweekly.com/article/guinea-first-half-bauxite-exports-hit-record-high-on-chinese-demand-2026-07-23,Reuters / Mining Weekly,"Guinea, the world's largest bauxite exporter, shipped 114.8-million metric tons of the material between January and June, up from 99.8-million tons a year earlier, according to mines ministry data seen by Reuters",Official Guinea Ministry of Mines release reported by Reuters,114800000.0,,quarterly_national
2026-06-30,53900000.0,,National Total (Q2 2026),https://www.miningweekly.com/article/guinea-first-half-bauxite-exports-hit-record-high-on-chinese-demand-2026-07-23,Reuters / Mining Weekly,Second-quarter exports rose 5.3% year-on-year to 53.9-million tons from 51.2-million tons in the same period of 2025.,Official Guinea Ministry of Mines release reported by Reuters,53900000.0,,quarterly_national
