date,week,month,year,port,in_port,loaded_7_days,due_10_days
2012-02-16,7,2,2012,PNW,12,,
2012-02-16,7,2,2012,Gulf,31,36.0,42.0
2012-02-23,8,2,2012,PNW,11,,
2012-02-23,8,2,2012,Gulf,20,34.0,46.0
2012-03-01,9,2,2012,PNW,16,,
2012-03-01,9,2,2012,Gulf,27,34.0,39.0
2012-03-08,10,3,2012,PNW,15,,
2012-03-08,10,3,2012,Gulf,33,33.0,38.0
2012-03-15,11,3,2012,Gulf,25,36.0,40.0
2012-03-15,11,3,2012,PNW,8,,
2012-03-22,12,3,2012,PNW,11,,
2012-03-22,12,3,2012,Gulf,26,30.0,38.0
2012-03-29,13,3,2012,PNW,11,,
2012-03-29,13,3,2012,Gulf,17,34.0,41.0
2012-04-05,14,4,2012,PNW,12,,
2012-04-05,14,4,2012,Gulf,20,28.0,37.0
2012-04-12,15,4,2012,PNW,10,,
2012-04-12,15,4,2012,Gulf,21,31.0,27.0
2012-04-19,16,4,2012,Gulf,18,24.0,32.0
2012-04-19,16,4,2012,PNW,6,,
2012-04-26,17,4,2012,PNW,8,,
2012-04-26,17,4,2012,Gulf,15,27.0,34.0
2012-05-03,18,4,2012,PNW,15,,
2012-05-03,18,4,2012,Gulf,22,25.0,36.0
2012-05-10,19,5,2012,PNW,17,,
2012-05-10,19,5,2012,Gulf,20,30.0,32.0
2012-05-17,20,5,2012,PNW,8,,
2012-05-17,20,5,2012,Gulf,17,30.0,36.0
2012-05-24,21,5,2012,PNW,7,,
2012-05-24,21,5,2012,Gulf,16,33.0,41.0
2012-05-31,22,5,2012,Gulf,16,29.0,41.0
2012-05-31,22,5,2012,PNW,7,,
2012-06-07,23,6,2012,Gulf,17,28.0,32.0
2012-06-07,23,6,2012,PNW,9,,
2012-06-14,24,6,2012,PNW,4,,
2012-06-14,24,6,2012,Gulf,19,23.0,40.0
2012-06-21,25,6,2012,PNW,8,,
2012-06-21,25,6,2012,Gulf,13,32.0,43.0
2012-06-28,26,6,2012,PNW,7,,
2012-06-28,26,6,2012,Gulf,16,26.0,42.0
2012-07-05,27,7,2012,PNW,8,,
2012-07-05,27,7,2012,Gulf,17,45.0,41.0
2012-07-12,28,7,2012,Gulf,22,23.0,35.0
2012-07-12,28,7,2012,PNW,7,,
2012-07-19,29,7,2012,PNW,7,,
2012-07-19,29,7,2012,Gulf,24,24.0,49.0
2012-07-26,30,7,2012,PNW,8,,
2012-07-26,30,7,2012,Gulf,23,37.0,44.0
2012-08-02,31,7,2012,PNW,11,,
2012-08-02,31,7,2012,Gulf,22,34.0,42.0
2012-08-09,32,8,2012,PNW,13,,
2012-08-09,32,8,2012,Gulf,22,28.0,46.0
2012-08-16,33,8,2012,PNW,12,,
2012-08-16,33,8,2012,Gulf,20,36.0,50.0
2012-08-23,34,8,2012,PNW,14,,
2012-08-23,34,8,2012,Gulf,21,29.0,48.0
2012-08-30,35,8,2012,Gulf,16,29.0,52.0
2012-08-30,35,8,2012,PNW,8,,
2012-09-06,36,9,2012,Gulf,22,13.0,78.0
2012-09-06,36,9,2012,PNW,8,,
2012-09-13,37,9,2012,PNW,12,,
2012-09-13,37,9,2012,Gulf,45,30.0,55.0
2012-09-20,38,9,2012,PNW,11,,
2012-09-20,38,9,2012,Gulf,39,40.0,51.0
2012-09-27,39,9,2012,PNW,7,,
2012-09-27,39,9,2012,Gulf,45,33.0,47.0
2012-10-04,40,10,2012,Gulf,48,34.0,52.0
2012-10-04,40,10,2012,PNW,10,,
2012-10-11,41,10,2012,PNW,12,,
2012-10-11,41,10,2012,Gulf,50,41.0,64.0
2012-10-18,42,10,2012,PNW,16,,
2012-10-18,42,10,2012,Gulf,49,46.0,60.0
2012-10-25,43,10,2012,PNW,17,,
2012-10-25,43,10,2012,Gulf,50,39.0,57.0
2012-11-01,44,10,2012,PNW,12,,
2012-11-01,44,10,2012,Gulf,42,41.0,58.0
2012-11-08,45,11,2012,PNW,10,,
2012-11-08,45,11,2012,Gulf,44,36.0,55.0
2012-11-15,46,11,2012,Gulf,39,44.0,43.0
2012-11-15,46,11,2012,PNW,16,,
2012-11-22,47,11,2012,Gulf,33,36.0,55.0
2012-11-29,48,11,2012,PNW,16,,
2012-11-29,48,11,2012,Gulf,32,41.0,53.0
2012-12-06,49,12,2012,PNW,11,,
2012-12-06,49,12,2012,Gulf,41,41.0,48.0
2012-12-13,50,12,2012,PNW,9,,
2012-12-13,50,12,2012,Gulf,39,39.0,41.0
2012-12-20,51,12,2012,PNW,15,,
2012-12-20,51,12,2012,Gulf,39,25.0,44.0
2012-12-27,52,12,2012,Gulf,29,20.0,54.0
2012-12-27,52,12,2012,PNW,20,,
2013-01-03,53,12,2012,PNW,11,,
2013-01-03,53,12,2012,Gulf,26,27.0,47.0
2013-01-10,1,1,2013,PNW,16,,
2013-01-10,1,1,2013,Gulf,20,32.0,55.0
2013-01-17,2,1,2013,PNW,16,,
2013-01-17,2,1,2013,Gulf,38,24.0,58.0
2013-01-24,3,1,2013,PNW,13,,
2013-01-24,3,1,2013,Gulf,40,42.0,49.0
2013-01-31,4,1,2013,PNW,18,,
2013-01-31,4,1,2013,Gulf,33,39.0,47.0
2013-02-07,5,2,2013,PNW,15,,
2013-02-07,5,2,2013,Gulf,37,32.0,44.0
2013-02-14,6,2,2013,Gulf,33,36.0,40.0
2013-02-14,6,2,2013,PNW,16,,
2013-02-21,7,2,2013,PNW,15,,
2013-02-21,7,2,2013,Gulf,27,34.0,51.0
2013-02-28,8,2,2013,PNW,16,,
2013-02-28,8,2,2013,Gulf,28,33.0,40.0
2013-03-07,9,3,2013,PNW,12,,
2013-03-07,9,3,2013,Gulf,22,34.0,40.0
2013-03-14,10,3,2013,PNW,13,,
2013-03-14,10,3,2013,Gulf,27,27.0,38.0
2013-03-21,11,3,2013,Gulf,23,33.0,42.0
2013-03-21,11,3,2013,PNW,9,,
2013-03-28,12,3,2013,PNW,10,,
2013-03-28,12,3,2013,Gulf,18,28.0,45.0
2013-04-04,13,4,2013,PNW,7,,
2013-04-04,13,4,2013,Gulf,21,25.0,35.0
2013-04-11,14,4,2013,PNW,10,,
2013-04-11,14,4,2013,Gulf,19,28.0,35.0
2013-04-18,15,4,2013,PNW,6,,
2013-04-18,15,4,2013,Gulf,19,29.0,31.0
2013-04-25,16,4,2013,PNW,6,,
2013-04-25,16,4,2013,Gulf,16,25.0,31.0
2013-05-02,17,4,2013,Gulf,27,23.0,36.0
2013-05-02,17,4,2013,PNW,6,,
2013-05-09,18,5,2013,Gulf,25,23.0,33.0
2013-05-09,18,5,2013,PNW,2,,
2013-05-16,19,5,2013,PNW,3,,
2013-05-16,19,5,2013,Gulf,30,20.0,39.0
2013-05-23,20,5,2013,PNW,0,,
2013-05-23,20,5,2013,Gulf,29,24.0,34.0
2013-05-30,21,5,2013,PNW,5,,
2013-05-30,21,5,2013,Gulf,28,24.0,38.0
2013-06-06,22,6,2013,PNW,6,,
2013-06-06,22,6,2013,Gulf,18,24.0,36.0
2013-06-13,23,6,2013,Gulf,26,24.0,33.0
2013-06-13,23,6,2013,PNW,5,,
2013-06-20,24,6,2013,PNW,8,,
2013-06-20,24,6,2013,Gulf,19,27.0,45.0
2013-06-27,25,6,2013,PNW,8,,
2013-06-27,25,6,2013,Gulf,16,26.0,42.0
2013-07-04,26,7,2013,PNW,7,,
2013-07-04,26,7,2013,Gulf,17,28.0,54.0
2013-07-11,27,7,2013,PNW,7,,
2013-07-11,27,7,2013,Gulf,26,25.0,49.0
2013-07-18,28,7,2013,PNW,6,,
2013-07-18,28,7,2013,Gulf,24,27.0,40.0
2013-07-25,29,7,2013,PNW,5,,
2013-07-25,29,7,2013,Gulf,29,20.0,46.0
2013-08-01,30,7,2013,PNW,3,,
2013-08-01,30,7,2013,Gulf,22,30.0,50.0
2013-08-08,31,8,2013,Gulf,33,28.0,39.0
2013-08-08,31,8,2013,PNW,9,,
2013-08-15,32,8,2013,Gulf,28,28.0,35.0
2013-08-15,32,8,2013,PNW,11,,
2013-08-22,33,8,2013,PNW,17,,
2013-08-22,33,8,2013,Gulf,32,25.0,42.0
2013-08-29,34,8,2013,PNW,15,,
2013-08-29,34,8,2013,Gulf,30,26.0,51.0
2013-09-05,35,9,2013,PNW,14,,
2013-09-05,35,9,2013,Gulf,34,31.0,57.0
2013-09-12,36,9,2013,Gulf,27,38.0,65.0
2013-09-12,36,9,2013,PNW,14,,
2013-09-19,37,9,2013,PNW,17,,
2013-09-19,37,9,2013,Gulf,22,43.0,65.0
2013-09-26,38,9,2013,PNW,14,,
2013-09-26,38,9,2013,Gulf,39,39.0,58.0
2013-10-03,39,9,2013,PNW,15,,
2013-10-03,39,9,2013,Gulf,49,38.0,64.0
2013-10-10,40,10,2013,PNW,18,,
2013-10-10,40,10,2013,Gulf,45,47.0,81.0
2013-10-17,41,10,2013,PNW,20,,
2013-10-17,41,10,2013,Gulf,55,49.0,73.0
2013-10-24,42,10,2013,Gulf,56,44.0,63.0
2013-10-24,42,10,2013,PNW,20,,
2013-10-31,43,10,2013,PNW,15,,
2013-10-31,43,10,2013,Gulf,40,44.0,79.0
2013-11-07,44,11,2013,PNW,20,,
2013-11-07,44,11,2013,Gulf,46,45.0,77.0
2013-11-14,45,11,2013,PNW,20,,
2013-11-14,45,11,2013,Gulf,44,56.0,68.0
2013-11-21,46,11,2013,PNW,19,,
2013-11-21,46,11,2013,Gulf,57,49.0,67.0
2013-11-28,47,11,2013,Gulf,47,43.0,78.0
2013-12-05,48,12,2013,Gulf,53,45.0,69.0
2013-12-05,48,12,2013,PNW,21,,
2013-12-12,49,12,2013,PNW,23,,
2013-12-12,49,12,2013,Gulf,60,40.0,69.0
2013-12-19,50,12,2013,PNW,24,,
2013-12-19,50,12,2013,Gulf,56,41.0,69.0
2013-12-26,51,12,2013,PNW,22,,
2013-12-26,51,12,2013,Gulf,48,39.0,69.0
2014-01-02,52,12,2013,PNW,13,,
2014-01-02,52,12,2013,Gulf,64,42.0,80.0
2014-01-09,1,1,2014,PNW,19,,
2014-01-09,1,1,2014,Gulf,57,45.0,80.0
2014-01-16,2,1,2014,PNW,19,,
2014-01-16,2,1,2014,Gulf,67,50.0,88.0
2014-01-23,3,1,2014,Gulf,68,52.0,84.0
2014-01-23,3,1,2014,PNW,15,,
2014-01-30,4,1,2014,PNW,16,,
2014-01-30,4,1,2014,Gulf,69,37.0,97.0
2014-02-06,5,2,2014,PNW,19,,
2014-02-06,5,2,2014,Gulf,76,42.0,97.0
2014-02-13,6,2,2014,PNW,21,,
2014-02-13,6,2,2014,Gulf,87,48.0,76.0
2014-02-20,7,2,2014,PNW,26,,
2014-02-20,7,2,2014,Gulf,82,45.0,67.0
2014-02-27,8,2,2014,Gulf,88,43.0,66.0
2014-02-27,8,2,2014,PNW,22,,
2014-03-06,9,3,2014,PNW,25,,
2014-03-06,9,3,2014,Gulf,82,43.0,65.0
2014-03-13,10,3,2014,PNW,23,,
2014-03-13,10,3,2014,Gulf,72,40.0,55.0
2014-03-20,11,3,2014,PNW,17,,
2014-03-20,11,3,2014,Gulf,77,45.0,53.0
2014-03-27,12,3,2014,PNW,14,,
2014-03-27,12,3,2014,Gulf,63,44.0,62.0
2014-04-03,13,3,2014,PNW,18,,
2014-04-03,13,3,2014,Gulf,66,40.0,62.0
2014-04-10,14,4,2014,Gulf,72,50.0,50.0
2014-04-10,14,4,2014,PNW,19,,
2014-04-17,15,4,2014,Gulf,50,49.0,40.0
2014-04-17,15,4,2014,PNW,23,,
2014-04-24,16,4,2014,PNW,16,,
2014-04-24,16,4,2014,Gulf,42,39.0,50.0
2014-05-01,17,4,2014,PNW,12,,
2014-05-01,17,4,2014,Gulf,33,36.0,47.0
2014-05-08,18,5,2014,PNW,7,,
2014-05-08,18,5,2014,Gulf,36,33.0,46.0
2014-05-15,19,5,2014,PNW,7,,
2014-05-15,19,5,2014,Gulf,42,30.0,51.0
2014-05-22,20,5,2014,Gulf,39,29.0,46.0
2014-05-22,20,5,2014,PNW,6,,
2014-05-29,21,5,2014,PNW,12,,
2014-05-29,21,5,2014,Gulf,34,35.0,48.0
2014-06-05,22,6,2014,PNW,15,,
2014-06-05,22,6,2014,Gulf,33,37.0,44.0
2014-06-12,23,6,2014,PNW,14,,
2014-06-12,23,6,2014,Gulf,33,31.0,29.0
2014-06-19,24,6,2014,PNW,12,,
2014-06-19,24,6,2014,Gulf,18,32.0,32.0
2014-06-26,25,6,2014,PNW,12,,
2014-06-26,25,6,2014,Gulf,28,24.0,52.0
2014-07-03,26,6,2014,PNW,11,,
2014-07-03,26,6,2014,Gulf,32,26.0,48.0
2014-07-10,27,7,2014,PNW,12,,
2014-07-10,27,7,2014,Gulf,29,31.0,41.0
2014-07-17,28,7,2014,Gulf,29,31.0,33.0
2014-07-17,28,7,2014,PNW,12,,
2014-07-24,29,7,2014,PNW,12,,
2014-07-24,29,7,2014,Gulf,37,26.0,41.0
2014-07-31,30,7,2014,PNW,9,,
2014-07-31,30,7,2014,Gulf,33,35.0,45.0
2014-08-07,31,8,2014,PNW,11,,
2014-08-07,31,8,2014,Gulf,32,32.0,49.0
2014-08-14,32,8,2014,PNW,17,,
2014-08-14,32,8,2014,Gulf,27,29.0,50.0
2014-08-21,33,8,2014,Gulf,23,33.0,45.0
2014-08-21,33,8,2014,PNW,15,,
2014-08-28,34,8,2014,PNW,13,,
2014-08-28,34,8,2014,Gulf,28,25.0,48.0
2014-09-04,35,9,2014,PNW,14,,
2014-09-04,35,9,2014,Gulf,28,30.0,49.0
2014-09-11,36,9,2014,PNW,9,,
2014-09-11,36,9,2014,Gulf,20,36.0,62.0
2014-09-18,37,9,2014,PNW,11,,
2014-09-18,37,9,2014,Gulf,33,29.0,60.0
2014-09-25,38,9,2014,PNW,15,,
2014-09-25,38,9,2014,Gulf,36,44.0,74.0
2014-10-02,39,9,2014,Gulf,45,41.0,61.0
2014-10-02,39,9,2014,PNW,14,,
2014-10-09,40,10,2014,PNW,14,,
2014-10-09,40,10,2014,Gulf,42,44.0,79.0
2014-10-16,41,10,2014,PNW,12,,
2014-10-16,41,10,2014,Gulf,50,45.0,66.0
2014-10-23,42,10,2014,PNW,15,,
2014-10-23,42,10,2014,Gulf,55,41.0,60.0
2014-10-30,43,10,2014,PNW,14,,
2014-10-30,43,10,2014,Gulf,48,45.0,65.0
2014-11-06,44,11,2014,Gulf,52,48.0,73.0
2014-11-06,44,11,2014,PNW,13,,
2014-11-13,45,11,2014,PNW,18,,
2014-11-13,45,11,2014,Gulf,49,47.0,72.0
2014-11-20,46,11,2014,PNW,14,,
2014-11-20,46,11,2014,Gulf,43,47.0,63.0
2014-11-27,47,11,2014,Gulf,39,51.0,60.0
2014-12-04,48,12,2014,PNW,14,,
2014-12-04,48,12,2014,Gulf,38,49.0,73.0
2014-12-11,49,12,2014,PNW,16,,
2014-12-11,49,12,2014,Gulf,28,42.0,88.0
2014-12-18,50,12,2014,PNW,16,,
2014-12-18,50,12,2014,Gulf,33,50.0,76.0
2014-12-25,51,12,2014,Gulf,40,41.0,50.0
2014-12-25,51,12,2014,PNW,14,,
2015-01-01,52,12,2014,Gulf,31,41.0,69.0
2015-01-01,52,12,2014,PNW,12,,
2015-01-08,1,1,2015,PNW,15,,
2015-01-08,1,1,2015,Gulf,41,39.0,63.0
2015-01-15,2,1,2015,PNW,13,,
2015-01-15,2,1,2015,Gulf,37,42.0,65.0
2015-01-22,3,1,2015,PNW,17,,
2015-01-22,3,1,2015,Gulf,43,43.0,67.0
2015-01-29,4,1,2015,PNW,17,,
2015-01-29,4,1,2015,Gulf,41,41.0,74.0
2015-02-05,5,2,2015,Gulf,50,44.0,59.0
2015-02-05,5,2,2015,PNW,20,,
2015-02-12,6,2,2015,PNW,26,,
2015-02-12,6,2,2015,Gulf,38,42.0,57.0
2015-02-19,7,2,2015,PNW,19,,
2015-02-19,7,2,2015,Gulf,47,39.0,42.0
2015-02-26,8,2,2015,PNW,18,,
2015-02-26,8,2,2015,Gulf,41,37.0,62.0
2015-03-05,9,3,2015,PNW,20,,
2015-03-05,9,3,2015,Gulf,33,41.0,58.0
2015-03-12,10,3,2015,PNW,14,,
2015-03-12,10,3,2015,Gulf,39,33.0,54.0
2015-03-19,11,3,2015,Gulf,26,37.0,54.0
2015-03-19,11,3,2015,PNW,10,,
2015-03-26,12,3,2015,Gulf,41,30.0,60.0
2015-03-26,12,3,2015,PNW,11,,
2015-04-02,13,3,2015,PNW,14,,
2015-04-02,13,3,2015,Gulf,47,32.0,53.0
2015-04-09,14,4,2015,PNW,14,,
2015-04-09,14,4,2015,Gulf,48,34.0,55.0
2015-04-16,15,4,2015,PNW,10,,
2015-04-16,15,4,2015,Gulf,48,29.0,58.0
2015-04-23,16,4,2015,PNW,7,,
2015-04-23,16,4,2015,Gulf,48,29.0,49.0
2015-04-30,17,4,2015,Gulf,52,35.0,56.0
2015-04-30,17,4,2015,PNW,3,,
2015-05-07,18,5,2015,PNW,7,,
2015-05-07,18,5,2015,Gulf,46,40.0,49.0
2015-05-14,19,5,2015,PNW,4,,
2015-05-14,19,5,2015,Gulf,45,35.0,45.0
2015-05-21,20,5,2015,PNW,6,,
2015-05-21,20,5,2015,Gulf,42,35.0,39.0
2015-05-28,21,5,2015,PNW,7,,
2015-05-28,21,5,2015,Gulf,33,32.0,36.0
2015-06-04,22,6,2015,PNW,8,,
2015-06-04,22,6,2015,Gulf,36,28.0,43.0
2015-06-11,23,6,2015,PNW,12,,
2015-06-11,23,6,2015,Gulf,41,29.0,51.0
2015-06-18,24,6,2015,PNW,8,,
2015-06-18,24,6,2015,Gulf,33,33.0,47.0
2015-06-25,25,6,2015,PNW,9,,
2015-06-25,25,6,2015,Gulf,39,31.0,40.0
2015-07-02,26,6,2015,PNW,9,,
2015-07-02,26,6,2015,Gulf,34,30.0,43.0
2015-07-09,27,7,2015,Gulf,25,28.0,50.0
2015-07-09,27,7,2015,PNW,11,,
2015-07-16,28,7,2015,PNW,12,,
2015-07-16,28,7,2015,Gulf,37,30.0,50.0
2015-07-23,29,7,2015,PNW,7,,
2015-07-23,29,7,2015,Gulf,48,34.0,55.0
2015-07-30,30,7,2015,PNW,5,,
2015-07-30,30,7,2015,Gulf,49,34.0,48.0
2015-08-06,31,8,2015,PNW,7,,
2015-08-06,31,8,2015,Gulf,36,54.0,80.0
2015-08-13,32,8,2015,Gulf,40,44.0,61.0
2015-08-13,32,8,2015,PNW,6,,
2015-08-20,33,8,2015,PNW,8,,
2015-08-20,33,8,2015,Gulf,37,37.0,46.0
2015-08-27,34,8,2015,PNW,8,,
2015-08-27,34,8,2015,Gulf,38,35.0,47.0
2015-09-03,35,8,2015,PNW,8,,
2015-09-03,35,8,2015,Gulf,36,40.0,53.0
2015-09-10,36,9,2015,PNW,9,,
2015-09-10,36,9,2015,Gulf,38,35.0,62.0
2015-09-17,37,9,2015,PNW,8,,
2015-09-17,37,9,2015,Gulf,46,36.0,61.0
2015-09-24,38,9,2015,Gulf,47,43.0,49.0
2015-09-24,38,9,2015,PNW,14,,
2015-10-01,39,9,2015,PNW,12,,
2015-10-01,39,9,2015,Gulf,49,42.0,64.0
2015-10-08,40,10,2015,PNW,11,,
2015-10-08,40,10,2015,Gulf,45,39.0,75.0
2015-10-15,41,10,2015,PNW,12,,
2015-10-15,41,10,2015,Gulf,45,45.0,60.0
2015-10-22,42,10,2015,PNW,17,,
2015-10-22,42,10,2015,Gulf,51,44.0,58.0
2015-10-29,43,10,2015,Gulf,45,37.0,74.0
2015-10-29,43,10,2015,PNW,11,,
2015-11-05,44,11,2015,PNW,8,,
2015-11-05,44,11,2015,Gulf,54,46.0,61.0
2015-11-12,45,11,2015,PNW,9,,
2015-11-12,45,11,2015,Gulf,52,44.0,67.0
2015-11-19,46,11,2015,PNW,12,,
2015-11-19,46,11,2015,Gulf,49,41.0,59.0
2015-11-26,47,11,2015,Gulf,51,42.0,69.0
2015-12-03,48,11,2015,PNW,8,,
2015-12-03,48,11,2015,Gulf,47,38.0,53.0
2015-12-10,49,12,2015,PNW,15,,
2015-12-10,49,12,2015,Gulf,48,49.0,69.0
2015-12-17,50,12,2015,Gulf,39,43.0,59.0
2015-12-17,50,12,2015,PNW,13,,
2015-12-24,51,12,2015,PNW,17,,
2015-12-24,51,12,2015,Gulf,48,40.0,51.0
2015-12-31,52,12,2015,PNW,13,,
2015-12-31,52,12,2015,Gulf,52,34.0,56.0
2016-01-07,1,1,2016,PNW,12,,
2016-01-07,1,1,2016,Gulf,43,35.0,59.0
2016-01-14,2,1,2016,PNW,13,,
2016-01-14,2,1,2016,Gulf,45,44.0,71.0
2016-01-21,3,1,2016,Gulf,52,32.0,56.0
2016-01-21,3,1,2016,PNW,18,,
2016-01-28,4,1,2016,PNW,20,,
2016-01-28,4,1,2016,Gulf,62,32.0,56.0
2016-02-04,5,2,2016,PNW,16,,
2016-02-04,5,2,2016,Gulf,47,32.0,62.0
2016-02-11,6,2,2016,PNW,20,,
2016-02-11,6,2,2016,Gulf,53,41.0,66.0
2016-02-18,7,2,2016,PNW,19,,
2016-02-18,7,2,2016,Gulf,49,41.0,53.0
2016-02-25,8,2,2016,PNW,19,,
2016-02-25,8,2,2016,Gulf,50,38.0,55.0
2016-03-03,9,2,2016,Gulf,37,41.0,52.0
2016-03-03,9,2,2016,PNW,15,,
2016-03-10,10,3,2016,Gulf,40,37.0,48.0
2016-03-10,10,3,2016,PNW,13,,
2016-03-17,11,3,2016,PNW,16,,
2016-03-17,11,3,2016,Gulf,40,36.0,51.0
2016-03-24,12,3,2016,PNW,17,,
2016-03-24,12,3,2016,Gulf,39,38.0,44.0
2016-03-31,13,3,2016,PNW,14,,
2016-03-31,13,3,2016,Gulf,35,33.0,47.0
2016-04-07,14,4,2016,PNW,12,,
2016-04-07,14,4,2016,Gulf,34,33.0,49.0
2016-04-14,15,4,2016,Gulf,33,33.0,56.0
2016-04-14,15,4,2016,PNW,16,,
2016-04-21,16,4,2016,PNW,10,,
2016-04-21,16,4,2016,Gulf,33,37.0,56.0
2016-04-28,17,4,2016,PNW,9,,
2016-04-28,17,4,2016,Gulf,33,36.0,50.0
2016-05-05,18,5,2016,PNW,8,,
2016-05-05,18,5,2016,Gulf,28,35.0,46.0
2016-05-12,19,5,2016,PNW,6,,
2016-05-12,19,5,2016,Gulf,21,34.0,40.0
2016-05-19,20,5,2016,PNW,7,,
2016-05-19,20,5,2016,Gulf,24,27.0,44.0
2016-05-26,21,5,2016,PNW,8,,
2016-05-26,21,5,2016,Gulf,34,28.0,50.0
2016-06-02,22,5,2016,PNW,10,,
2016-06-02,22,5,2016,Gulf,34,30.0,57.0
2016-06-09,23,6,2016,Gulf,26,37.0,47.0
2016-06-09,23,6,2016,PNW,12,,
2016-06-16,24,6,2016,PNW,12,,
2016-06-16,24,6,2016,Gulf,32,38.0,50.0
2016-06-23,25,6,2016,PNW,12,,
2016-06-23,25,6,2016,Gulf,29,37.0,49.0
2016-06-30,26,6,2016,PNW,7,,
2016-06-30,26,6,2016,Gulf,25,32.0,58.0
2016-07-07,27,7,2016,PNW,8,,
2016-07-07,27,7,2016,Gulf,38,32.0,59.0
2016-07-14,28,7,2016,Gulf,37,41.0,71.0
2016-07-14,28,7,2016,PNW,8,,
2016-07-21,29,7,2016,PNW,12,,
2016-07-21,29,7,2016,Gulf,54,36.0,62.0
2016-07-28,30,7,2016,PNW,18,,
2016-07-28,30,7,2016,Gulf,54,36.0,61.0
2016-08-04,31,8,2016,PNW,18,,
2016-08-04,31,8,2016,Gulf,57,37.0,62.0
2016-08-11,32,8,2016,PNW,17,,
2016-08-11,32,8,2016,Gulf,49,48.0,79.0
2016-08-18,33,8,2016,PNW,13,,
2016-08-18,33,8,2016,Gulf,56,39.0,87.0
2016-08-25,34,8,2016,Gulf,53,49.0,72.0
2016-08-25,34,8,2016,PNW,16,,
2016-09-01,35,8,2016,PNW,8,,
2016-09-01,35,8,2016,Gulf,47,51.0,65.0
2016-09-08,36,9,2016,PNW,7,,
2016-09-08,36,9,2016,Gulf,41,48.0,63.0
2016-09-15,37,9,2016,PNW,8,,
2016-09-15,37,9,2016,Gulf,39,46.0,69.0
2016-09-22,38,9,2016,PNW,13,,
2016-09-22,38,9,2016,Gulf,52,38.0,67.0
2016-09-29,39,9,2016,Gulf,53,42.0,77.0
2016-09-29,39,9,2016,PNW,14,,
2016-10-06,40,10,2016,PNW,13,,
2016-10-06,40,10,2016,Gulf,54,49.0,77.0
2016-10-13,41,10,2016,PNW,15,,
2016-10-13,41,10,2016,Gulf,57,50.0,75.0
2016-10-20,42,10,2016,PNW,24,,
2016-10-20,42,10,2016,Gulf,57,51.0,71.0
2016-10-27,43,10,2016,PNW,11,,
2016-10-27,43,10,2016,Gulf,50,43.0,77.0
2016-11-03,44,10,2016,PNW,14,,
2016-11-03,44,10,2016,Gulf,52,55.0,71.0
2016-11-10,45,11,2016,PNW,17,,
2016-11-10,45,11,2016,Gulf,37,51.0,80.0
2016-11-17,46,11,2016,Gulf,52,46.0,73.0
2016-11-17,46,11,2016,PNW,19,,
2016-11-24,47,11,2016,PNW,27,,
2016-11-24,47,11,2016,Gulf,47,50.0,75.0
2016-12-01,48,11,2016,PNW,24,,
2016-12-01,48,11,2016,Gulf,38,45.0,83.0
2016-12-08,49,12,2016,PNW,24,,
2016-12-08,49,12,2016,Gulf,34,45.0,83.0
2016-12-15,50,12,2016,PNW,25,,
2016-12-15,50,12,2016,Gulf,54,49.0,73.0
2016-12-22,51,12,2016,Gulf,53,47.0,64.0
2016-12-22,51,12,2016,PNW,26,,
2016-12-29,52,12,2016,PNW,24,,
2016-12-29,52,12,2016,Gulf,45,45.0,78.0
2017-01-05,1,1,2017,PNW,22,,
2017-01-05,1,1,2017,Gulf,49,40.0,78.0
2017-01-12,2,1,2017,PNW,26,,
2017-01-12,2,1,2017,Gulf,54,43.0,87.0
2017-01-19,3,1,2017,PNW,28,,
2017-01-19,3,1,2017,Gulf,64,43.0,74.0
2017-01-26,4,1,2017,PNW,37,,
2017-01-26,4,1,2017,Gulf,65,45.0,67.0
2017-02-02,5,1,2017,Gulf,66,47.0,65.0
2017-02-02,5,1,2017,PNW,34,,
2017-02-09,6,2,2017,Gulf,58,54.0,67.0
2017-02-09,6,2,2017,PNW,38,,
2017-02-16,7,2,2017,PNW,39,,
2017-02-16,7,2,2017,Gulf,58,43.0,67.0
2017-02-23,8,2,2017,PNW,44,,
2017-02-23,8,2,2017,Gulf,52,51.0,77.0
2017-03-02,9,2,2017,PNW,36,,
2017-03-02,9,2,2017,Gulf,51,47.0,64.0
2017-03-09,10,3,2017,PNW,39,,
2017-03-09,10,3,2017,Gulf,60,46.0,67.0
2017-03-16,11,3,2017,Gulf,58,44.0,73.0
2017-03-16,11,3,2017,PNW,35,,
2017-03-23,12,3,2017,PNW,37,,
2017-03-23,12,3,2017,Gulf,64,44.0,52.0
2017-03-30,13,3,2017,PNW,28,,
2017-03-30,13,3,2017,Gulf,45,50.0,53.0
2017-04-06,14,4,2017,PNW,20,,
2017-04-06,14,4,2017,Gulf,53,40.0,60.0
2017-04-13,15,4,2017,PNW,20,,
2017-04-13,15,4,2017,Gulf,38,51.0,56.0
2017-04-20,16,4,2017,PNW,20,,
2017-04-20,16,4,2017,Gulf,40,33.0,37.0
2017-04-27,17,4,2017,PNW,19,,
2017-04-27,17,4,2017,Gulf,28,35.0,46.0
2017-05-04,18,5,2017,PNW,25,,
2017-05-04,18,5,2017,Gulf,35,33.0,47.0
2017-05-11,19,5,2017,Gulf,25,28.0,52.0
2017-05-11,19,5,2017,PNW,27,,
2017-05-18,20,5,2017,Gulf,30,33.0,51.0
2017-05-18,20,5,2017,PNW,26,,
2017-05-25,21,5,2017,PNW,23,,
