date,port,basin,total_tonnes,share_of_national_pct,source_url
2024-04-01,NECOCHEA,Ocean Deepwater,422502.0,5.13,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-04-01,RAMALLO,Up-River Parana,113985.0,1.38,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-04-01,ROSARIO,Up-River Parana,1637901.0,19.89,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-04-01,SAN LORENZO,Up-River Parana,4310750.0,52.36,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-04-01,SAN PEDRO,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-04-01,VILLA CONSTITUCIÓN,Up-River Parana,50106.0,0.61,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-04-01,ZARATE,Up-River Parana,219525.0,2.67,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/4_abril_2023-2024.php
2024-05-01,BAHIA BLANCA,Ocean Deepwater,1120255.0,12.05,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,NECOCHEA,Ocean Deepwater,683431.0,7.35,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,RAMALLO,Up-River Parana,51700.0,0.56,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,ROSARIO,Up-River Parana,1692917.0,18.21,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,SAN LORENZO,Up-River Parana,5217427.0,56.14,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,SAN PEDRO,Up-River Parana,104585.0,1.13,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,VILLA CONSTITUCIÓN,Up-River Parana,66285.0,0.71,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-05-01,ZARATE,Up-River Parana,357774.0,3.85,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/5_mayo_2023-2024.php
2024-06-01,BAHIA BLANCA,Ocean Deepwater,775221.0,11.34,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,NECOCHEA,Ocean Deepwater,602593.0,8.82,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,RAMALLO,Up-River Parana,91240.0,1.33,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,ROSARIO,Up-River Parana,1552317.0,22.71,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,SAN LORENZO,Up-River Parana,3552736.0,51.97,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,SAN PEDRO,Up-River Parana,40341.0,0.59,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,VILLA CONSTITUCIÓN,Up-River Parana,43230.0,0.63,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-06-01,ZARATE,Up-River Parana,178222.0,2.61,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/6_junio_2023-2024.php
2024-07-01,BAHIA BLANCA,Ocean Deepwater,1203075.0,15.18,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,NECOCHEA,Ocean Deepwater,794179.0,10.02,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,RAMALLO,Up-River Parana,60437.0,0.76,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,ROSARIO,Up-River Parana,1130988.0,14.27,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,SAN LORENZO,Up-River Parana,4566852.0,57.62,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,SAN PEDRO,Up-River Parana,63642.0,0.8,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,VILLA CONSTITUCIÓN,Up-River Parana,44600.0,0.56,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-07-01,ZARATE,Up-River Parana,62657.0,0.79,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/7_julio_2023-2024.php
2024-08-01,BAHIA BLANCA,Ocean Deepwater,839929.0,13.86,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,NECOCHEA,Ocean Deepwater,621996.0,10.26,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,RAMALLO,Up-River Parana,3300.0,0.05,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,ROSARIO,Up-River Parana,1070201.0,17.66,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,SAN LORENZO,Up-River Parana,3362831.0,55.5,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,SAN PEDRO,Up-River Parana,58693.0,0.97,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,VILLA CONSTITUCIÓN,Up-River Parana,14750.0,0.24,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-08-01,ZARATE,Up-River Parana,87934.0,1.45,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/8_agosto_2023-2024.php
2024-09-01,BAHIA BLANCA,Ocean Deepwater,1124080.0,18.59,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,NECOCHEA,Ocean Deepwater,562286.0,9.3,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,RAMALLO,Up-River Parana,17915.0,0.3,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,ROSARIO,Up-River Parana,1169744.0,19.35,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,SAN LORENZO,Up-River Parana,3037023.0,50.23,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,SAN PEDRO,Up-River Parana,29270.0,0.48,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,VILLA CONSTITUCIÓN,Up-River Parana,42270.0,0.7,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-09-01,ZARATE,Up-River Parana,63890.0,1.06,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/9_septiembre_2023-2024.php
2024-10-01,BAHIA BLANCA,Ocean Deepwater,749443.0,12.68,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,NECOCHEA,Ocean Deepwater,511114.0,8.65,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,RAMALLO,Up-River Parana,58175.0,0.98,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,ROSARIO,Up-River Parana,1066626.0,18.05,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,SAN LORENZO,Up-River Parana,3434452.0,58.11,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,SAN PEDRO,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-10-01,ZARATE,Up-River Parana,90810.0,1.54,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/10_octubre_2023-2024.php
2024-11-01,BAHIA BLANCA,Ocean Deepwater,432769.0,8.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,NECOCHEA,Ocean Deepwater,492686.0,9.11,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,RAMALLO,Up-River Parana,82500.0,1.53,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,ROSARIO,Up-River Parana,1153776.0,21.33,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,SAN LORENZO,Up-River Parana,3185146.0,58.9,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,SAN PEDRO,Up-River Parana,28740.0,0.53,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,VILLA CONSTITUCIÓN,Up-River Parana,30580.0,0.57,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-11-01,ZARATE,Up-River Parana,1980.0,0.04,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/11_noviembre_2023-2024.php
2024-12-01,BAHIA BLANCA,Ocean Deepwater,757160.0,12.64,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,NECOCHEA,Ocean Deepwater,431137.0,7.2,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,RAMALLO,Up-River Parana,59610.0,1.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,ROSARIO,Up-River Parana,1087139.0,18.15,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,SAN LORENZO,Up-River Parana,3409952.0,56.94,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,SAN PEDRO,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2024-12-01,ZARATE,Up-River Parana,243430.0,4.07,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2023-2024/12_diciembre_2023-2024.php
2025-01-01,BAHIA BLANCA,Ocean Deepwater,947945.0,12.61,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,NECOCHEA,Ocean Deepwater,851301.0,11.32,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,RAMALLO,Up-River Parana,89400.0,1.19,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,ROSARIO,Up-River Parana,1585126.0,21.08,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,SAN LORENZO,Up-River Parana,3846415.0,51.16,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,SAN PEDRO,Up-River Parana,65704.0,0.87,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-01-01,ZARATE,Up-River Parana,132270.0,1.76,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/1_enero_2024-2025.php
2025-02-01,BAHIA BLANCA,Ocean Deepwater,1045571.0,15.74,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,NECOCHEA,Ocean Deepwater,908010.0,13.67,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,RAMALLO,Up-River Parana,47640.0,0.72,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,ROSARIO,Up-River Parana,1397173.0,21.03,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,SAN LORENZO,Up-River Parana,3142042.0,47.3,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,SAN PEDRO,Up-River Parana,30270.0,0.46,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,VILLA CONSTITUCIÓN,Up-River Parana,10650.0,0.16,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-02-01,ZARATE,Up-River Parana,61055.0,0.92,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/2_febrero_2024-2025.php
2025-03-01,BAHIA BLANCA,Ocean Deepwater,547914.0,7.99,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,NECOCHEA,Ocean Deepwater,530424.0,7.73,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,RAMALLO,Up-River Parana,79427.0,1.16,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,ROSARIO,Up-River Parana,1640381.0,23.91,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,SAN LORENZO,Up-River Parana,3736633.0,54.48,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,SAN PEDRO,Up-River Parana,91050.0,1.33,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,VILLA CONSTITUCIÓN,Up-River Parana,28750.0,0.42,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-03-01,ZARATE,Up-River Parana,204750.0,2.98,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/3_marzo_2024-2025.php
2025-04-01,BAHIA BLANCA,Ocean Deepwater,1001774.0,13.46,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-04-01,NECOCHEA,Ocean Deepwater,398563.0,5.35,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-04-01,RAMALLO,Up-River Parana,180390.0,2.42,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-04-01,ROSARIO,Up-River Parana,1397769.0,18.77,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-04-01,SAN LORENZO,Up-River Parana,4157114.0,55.84,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-04-01,SAN PEDRO,Up-River Parana,42120.0,0.57,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
2025-04-01,VILLA CONSTITUCIÓN,Up-River Parana,70390.0,0.95,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2024-2025/4_abril_2024-2025.php
