date,port,basin,total_tonnes,share_of_national_pct,source_url
2026-05-01,SAN PEDRO,Up-River Parana,33000.0,0.34,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-05-01,VILLA CONSTITUCIÓN,Up-River Parana,0.0,0.0,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-05-01,ZARATE,Up-River Parana,316280.0,3.25,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/05_mayo_2025-2026.php
2026-06-01,BAHIA BLANCA,Ocean Deepwater,975884.0,14.86,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,NECOCHEA,Ocean Deepwater,465270.0,7.08,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,RAMALLO,Up-River Parana,85170.0,1.3,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,ROSARIO,Up-River Parana,1304566.0,19.86,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,SAN LORENZO,Up-River Parana,3656789.0,55.67,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,SAN PEDRO,Up-River Parana,3820.0,0.06,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,VILLA CONSTITUCIÓN,Up-River Parana,20400.0,0.31,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-06-01,ZARATE,Up-River Parana,56390.0,0.86,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/06_junio_2025-2026.php
2026-07-01,BAHIA BLANCA,Ocean Deepwater,1098691.0,13.56,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,NECOCHEA,Ocean Deepwater,358480.0,4.43,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,RAMALLO,Up-River Parana,118720.0,1.47,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,ROSARIO,Up-River Parana,1823038.0,22.5,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,SAN LORENZO,Up-River Parana,4559421.0,56.28,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,SAN PEDRO,Up-River Parana,69145.0,0.85,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,VILLA CONSTITUCIÓN,Up-River Parana,8200.0,0.1,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
2026-07-01,ZARATE,Up-River Parana,65400.0,0.81,https://www.magyp.gob.ar/sitio/areas/ss_mercados_agropecuarios/exportaciones/_archivos/000033_Base de Datos de Transporte y Embarque de Granos/embarques_interanual/mensual-2025-2026/07_julio_2025-2026.php
