fund,period_ended,source_url,local_file_path,sha256_checksum,file_size_bytes,opening_nav_dollars,sales_of_shares_dollars,redemptions_of_shares_dollars,net_share_activity_dollars,interest_income_dollars,sponsor_fee_dollars,cta_fee_dollars,brokerage_commissions_dollars,admin_custody_fees_dollars,total_expenses_dollars,cta_fee_waiver_dollars,expenses_absorbed_dollars,net_expenses_dollars,net_investment_income_dollars,realized_futures_pnl_dollars,unrealized_futures_pnl_delta_dollars,net_futures_pnl_dollars,net_income_loss_dollars,closing_nav_dollars,shares_outstanding,nav_per_share,balance_identity_err_dollars,balance_identity_valid,share_identity_err_dollars,share_identity_valid
BDRY,February-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2019.pdf,62b0c4ceadc38ebdc10516ca2271b29c85c1a52e5e922e449c7031c7770854c1,258096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,March-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2019.pdf,6b5ad4d0d6fcba86b51a5c2acc5c3382db6fe24d58df21566854ce24c36f1bdb,716067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,April-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2019.pdf,daae9e5185ec5e5be285e4762c3babc0ef0b3f9465a1b4b507f3724035e1ca80,26835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2019.pdf,cefadbb26486ca39db3c7886ed9cd54cfdd4366834a09f89a444ede46b7bd52d,261052,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,June-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2019.pdf,191c5d6be6966b66b3018afb110b928667aea3c7059c450ed3173a9da46dfb3a,23527,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,July-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2019.pdf,d9b062f1951e7ba58e126b573681c891c56ca717436bbfc866c2019d40c6d580,260608,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,August-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2019.pdf,e0388b654b784347852d2789154ff749c4fdff6e56a9e69eee258c46860473c6,271689,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,September-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2019.pdf,00715f0315107a225e41a0fea2723aa4beccf1a04a29b48b90c5f3751446e632,270676,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,October-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2019.pdf,533a1a6f0e845467f82f7e0ab9e29044b7a807b990f6c06fa71542eb96df8ad5,57938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,November-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2019.pdf,975c4841a49c31be4dde0679654265490e31131792b33463d16760eaa30d5b9c,1283998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,December-2019,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2019.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2019.pdf,c2640472972360fd5b79baa08d112156b34394e192854892576e580789a121fc,264524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,January-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2020.pdf,3f11ae292f0dc5cb92855bc09d934459dc31ad401f506a019289d9cbaada17d8,477604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,February-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2020.pdf,770df7235fd2dc45ed8b17c4491425983a626d363498636992351742f68cd23b,463346,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,March-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2020.pdf,7a0d909792f72fd67a0a63a7baa5b21baa453d1e33a8966f1e3a3ee09cf248e5,461311,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,April-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2020.pdf,6075afd2321c8bf8f1788e9e73dd7c1da016559812663c178c7f4c1ce2c86bf7,465688,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2020.pdf,dc3627432e5dc53f5c3c486c693de1a9d5be9bee3b58a235f46df1152c02cb43,458360,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,June-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2020.pdf,2cbcd6eafae5ee121cd4d1874af7b64a008c5723fa8d89f245eaaeef0bbd88de,458259,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,July-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2020.pdf,b15de0446aac3668402e18d96587dffd5735cf89878b65c55a329543574d68f7,463751,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,August-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2020.pdf,e65b8245696e43ea43b407b8fd771b33f07b627ee5c28b0134fca1aea99d4bb8,451335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,September-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2020.pdf,0aa5f586622917f694a5bc51fdab9c675285cde78f311d05fd3d18ed5480048f,438912,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,October-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2020.pdf,47c66fdc54563a33c3ae66b92b8e0fb087341ba79161c3f2bbcbdc57f73fdb75,444085,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,November-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2020.pdf,2e9cbe14b9844b8cb192bd6f1d41eac4832832a3b16a853a71d281fd51a33d5e,456760,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,December-2020,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2020.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2020.pdf,b8ae04f844aa5f947f52f6e765937102cfad733a4fb49c44e5cdfb7cd7c02507,443077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,January-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2021.pdf,f6fb471baa5543b1e3201e93372d61e6653427785a98f170fe96946bd380bb04,449010,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,February-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2021.pdf,5ab4eed3d997c81d0886a3cb2dc09241301bcc9dc895793f48168697c23db7f5,431934,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,March-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2021.pdf,4ed7ac6a1d8b09ff0a8f68ea133e338b181c2d45075edf7c44635f7f8914b9a8,448680,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,April-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2021.pdf,6cce388a867fba164dd6f600c4bd62cdb9c027473f18072de5ad89ed19bb074b,447912,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2021.pdf,ca69eb916e226e8718be9aa68c0670aaa1f5899ac506fa8ab5dc5034f6be9135,425729,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,June-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2021.pdf,bb6f7314c614e45ba25cd2beca642b39c7844c6c6a8ad6b0d6f2b35e9a3a0095,448894,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,July-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2021.pdf,d189562928cc3730a5f7ec6f3dc7d0cc6c3314aa31cbd2f323469e9087b19801,431833,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,August-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2021.pdf,ea36ef10a6878202f6094b1e174a3b95719050c2731fbc8542a37be66f41a803,445734,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,September-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2021.pdf,730995a01d07a2ed731cd99b2b84513c626cef035789346db1b5e32226cd438e,443347,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,October-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2021.pdf,fa22c40f94d9bdd8242afb2d553419b02b5c0aea550678613b3a8f5438a66125,449361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,November-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2021.pdf,37a01b8babec0e2d080c9f4dc83a2031b633904a1ffe687d9cdead3523829db6,445087,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,December-2021,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2021.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2021.pdf,60889b758a594b9e1519acf726045d24295416ef803de1b3c6c6019f98252a02,39724,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,January-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2022.pdf,8faed2570ed937796c74836e7a4712a7907034382fe60bedeb9ab8845ddfe274,259590,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,February-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2022.pdf,59fe95731736bb8ce202b51af5f20c472d56e7e099822cda3d3a2b163dd31314,253063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,March-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2022.pdf,696b7d10f876dc30e64b1f0f62cafc66ea1f409fc07fe9e57b03a98814b30d3f,249818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,April-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_April-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_April-2022.pdf,e8435bf838e989101b24b6dd2930212f5d77e395bb7a72f14489073b81f8251e,248074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,May-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_May-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_May-2022.pdf,e6445933db7a3c18d0109862b8164af5aa478d0dcb999e7ae8aa94f65f691488,248821,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,June-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_June-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_June-2022.pdf,d026723af2d484328d38a9ae57d3a8aef63522a35363715a462a0b25625451b0,250242,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,July-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_July-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_July-2022.pdf,d08c98a1d442bf13871938ee134e9ea010a9224f84b46c9030c0361c053f8f3f,252815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,August-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_August-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_August-2022.pdf,1cc2fdd36151a2f42c4e471076cf0535787219dcd7eb069483c49bb708299e27,24740,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,September-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_September-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_September-2022.pdf,128b4e7162bd286e8250d8093dd9a66b895d6dfd8d04e98ecfbc32f5fd781761,26568,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,October-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_October-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_October-2022.pdf,6a2b7602f2a18a224e5937baaa75c9b91f89b0e6598bee247ed9afe65036cc32,259923,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,November-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_November-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_November-2022.pdf,7481706acfd0e0fb69f5e46ec70af911f37cc8d70b71efcf2aa7515e80b15aa9,258752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,December-2022,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_December-2022.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_December-2022.pdf,0b9dedc6cfaca5a4135e429acfc2dc2eadcaedd93415037f63f6832142148861,254322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,January-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_January-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_January-2023.pdf,6a2b80f15ab34db1a332646fda220e588ce7dbf3502bf40f46cebeae64444dbe,255358,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,February-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_February-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_February-2023.pdf,82b1feb62f7b7882ca998b873921a3ba02d7cd41d282ae23e13b5fd29ce0a656,256468,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
BDRY,March-2023,https://amplifyetfs.com/wp-content/uploads/files/BDRY/Account_Statements/BDRY_March-2023.pdf,data/cftc_statements/raw_pdf/BDRY\BDRY_March-2023.pdf,f60622f7cbe257b6ededbbab36b0853a8417a79a2973db16e5b293d11ca012c5,256871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,,False
