fund,filename,filesize,char_count,is_digital_text,has_nav_tokens
BDRY,BDRY_June-2025.pdf,111630,2469,True,True
BDRY,BDRY_June-2026.pdf,111665,2473,True,True
BDRY,BDRY_March-2018.pdf,3644363,0,False,False
BDRY,BDRY_March-2019.pdf,716067,0,False,False
BDRY,BDRY_March-2020.pdf,461311,0,False,False
BDRY,BDRY_March-2021.pdf,448680,0,False,False
BDRY,BDRY_March-2022.pdf,249818,0,False,False
BDRY,BDRY_March-2023.pdf,256871,0,False,False
BDRY,BDRY_March-2024.pdf,47598,0,False,False
BDRY,BDRY_March-2025.pdf,30363,0,False,False
BDRY,BDRY_March-2026.pdf,76312,2468,True,True
BDRY,BDRY_May-2018.pdf,26335,0,False,False
BDRY,BDRY_May-2019.pdf,261052,0,False,False
BDRY,BDRY_May-2020.pdf,458360,0,False,False
BDRY,BDRY_May-2021.pdf,425729,0,False,False
BDRY,BDRY_May-2022.pdf,248821,0,False,False
BDRY,BDRY_May-2023.pdf,250177,0,False,False
BDRY,BDRY_May-2024.pdf,32807,0,False,False
BDRY,BDRY_May-2025.pdf,47803,0,False,False
BDRY,BDRY_May-2026.pdf,111828,2471,True,True
BDRY,BDRY_November-2018.pdf,453170,0,False,False
BDRY,BDRY_November-2019.pdf,1283998,0,False,False
BDRY,BDRY_November-2020.pdf,456760,0,False,False
BDRY,BDRY_November-2021.pdf,445087,0,False,False
BDRY,BDRY_November-2022.pdf,258752,0,False,False
BDRY,BDRY_November-2023.pdf,566677,0,False,False
BDRY,BDRY_November-2024.pdf,81809,0,False,False
BDRY,BDRY_November-2025.pdf,111321,2483,True,True
BDRY,BDRY_October-2018.pdf,39304,0,False,False
BDRY,BDRY_October-2019.pdf,57938,0,False,False
BDRY,BDRY_October-2020.pdf,444085,0,False,False
BDRY,BDRY_October-2021.pdf,449361,0,False,False
BDRY,BDRY_October-2022.pdf,259923,0,False,False
BDRY,BDRY_October-2023.pdf,253877,0,False,False
BDRY,BDRY_October-2024.pdf,76830,0,False,False
BDRY,BDRY_October-2025.pdf,111658,2485,True,True
BDRY,BDRY_September-2018.pdf,30428,0,False,False
BDRY,BDRY_September-2019.pdf,270676,0,False,False
BDRY,BDRY_September-2020.pdf,438912,0,False,False
BDRY,BDRY_September-2021.pdf,443347,0,False,False
BDRY,BDRY_September-2022.pdf,26568,0,False,False
BDRY,BDRY_September-2023.pdf,252228,0,False,False
BDRY,BDRY_September-2024.pdf,33050,0,False,False
BDRY,BDRY_September-2025.pdf,112078,2475,True,True
BWET,BWET_April-2024.pdf,45645,0,False,False
BWET,BWET_April-2025.pdf,76088,0,False,False
BWET,BWET_April-2026.pdf,76206,2457,True,True
BWET,BWET_August-2023.pdf,251969,0,False,False
BWET,BWET_August-2024.pdf,32768,0,False,False
BWET,BWET_August-2025.pdf,111663,2508,True,True
BWET,BWET_December-2023.pdf,2196392,0,False,False
BWET,BWET_December-2024.pdf,75545,0,False,False
BWET,BWET_December-2025.pdf,111305,2499,True,True
BWET,BWET_February-2024.pdf,47892,0,False,False
BWET,BWET_February-2025.pdf,111707,2563,True,True
BWET,BWET_February-2026.pdf,111743,2483,True,True
BWET,BWET_January-2024.pdf,58589,0,False,False
BWET,BWET_January-2025.pdf,76284,0,False,False
BWET,BWET_January-2026.pdf,111614,2488,True,True
BWET,BWET_July-2023.pdf,256310,0,False,False
BWET,BWET_July-2024.pdf,32921,0,False,False
BWET,BWET_July-2025.pdf,111749,2514,True,True
BWET,BWET_June-2023.pdf,249059,0,False,False
BWET,BWET_June-2024.pdf,32658,0,False,False
BWET,BWET_June-2025.pdf,111485,2476,True,True
BWET,BWET_June-2026.pdf,111759,2643,True,True
BWET,BWET_March-2024.pdf,48705,0,False,False
BWET,BWET_March-2025.pdf,32005,0,False,False
BWET,BWET_March-2026.pdf,76302,2466,True,True
BWET,BWET_May-2023.pdf,249671,0,False,False
BWET,BWET_May-2024.pdf,33163,0,False,False
BWET,BWET_May-2025.pdf,44907,0,False,False
BWET,BWET_May-2026.pdf,111824,2470,True,True
BWET,BWET_November-2023.pdf,22732,0,False,False
BWET,BWET_November-2024.pdf,83083,0,False,False
BWET,BWET_November-2025.pdf,111276,2499,True,True
BWET,BWET_October-2023.pdf,2077927,0,False,False
BWET,BWET_October-2024.pdf,74984,0,False,False
BWET,BWET_October-2025.pdf,111593,2502,True,True
BWET,BWET_September-2023.pdf,257525,0,False,False
BWET,BWET_September-2024.pdf,32176,0,False,False
BWET,BWET_September-2025.pdf,111918,2515,True,True
